genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
neisseria_gonorrhoeae.pangenome.k32	local	19	3	ones	bzip	24386427	26646849	24515034	2131815	128739	6562264	153013	6715277	6950792	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	3	ones	rrr	24386427	26646849	24515034	2131815	128739	6562264	809507	7371771	6950792	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	3	ones	xz	24386427	26646849	24515034	2131815	128739	6562264	229008	6791272	6950792	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runs	EliasFano	24386427	26646849	24512007	2134842	126713	6562272	277784	6840056	6949424	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runs	bzip	24386427	26646849	24512007	2134842	126713	6562272	148529	6710801	6949424	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runs	rrr	24386427	26646849	24512007	2134842	126713	6562272	809683	7371955	6949424	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runs	xz	24386427	26646849	24512007	2134842	126713	6562272	224664	6786936	6949424	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runsapprox	EliasFano	24386427	26646849	24515034	2131815	128739	6562272	281368	6843640	6950800	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runsapprox	bzip	24386427	26646849	24515034	2131815	128739	6562272	153013	6715285	6950800	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runsapprox	rrr	24386427	26646849	24515034	2131815	128739	6562272	809507	7371779	6950800	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	3	runsapprox	xz	24386427	26646849	24515034	2131815	128739	6562272	229016	6791288	6950800	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	3	zeros	EliasFano	24386427	26646849	24386427	2260422	158817	6562264	334464	6896728	6997252	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	3	zeros	bzip	24386427	26646849	24386427	2260422	158817	6562264	166831	6729095	6997252	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	3	zeros	rrr	24386427	26646849	24386427	2260422	158817	6562264	836451	7398715	6997252	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	3	zeros	xz	24386427	26646849	24386427	2260422	158817	6562264	260980	6823244	6997252	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_3.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	4	default	EliasFano	24386427	26572196	24386427	2185769	162778	6547484	341304	6888788	6984436	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	4	default	bzip	24386427	26572196	24386427	2185769	162778	6547484	179242	6726726	6984436	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	4	default	rrr	24386427	26572196	24386427	2185769	162778	6547484	816211	7363695	6984436	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	4	default	xz	24386427	26572196	24386427	2185769	162778	6547484	272128	6819612	6984436	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	4	ones	EliasFano	24386427	26572196	24529803	2042393	127007	6547484	278160	6825644	6926564	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	4	ones	bzip	24386427	26572196	24529803	2042393	127007	6547484	154931	6702415	6926564	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	4	ones	rrr	24386427	26572196	24529803	2042393	127007	6547484	782795	7330279	6926564	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	4	ones	xz	24386427	26572196	24529803	2042393	127007	6547484	229656	6777140	6926564	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runs	EliasFano	24386427	26572196	24527230	2044966	125289	6547492	275120	6822612	6925860	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runs	bzip	24386427	26572196	24527230	2044966	125289	6547492	151193	6698685	6925860	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runs	rrr	24386427	26572196	24527230	2044966	125289	6547492	782955	7330447	6925860	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runs	xz	24386427	26572196	24527230	2044966	125289	6547492	226164	6773656	6925860	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runsapprox	EliasFano	24386427	26572196	24529803	2042393	127007	6547492	278160	6825652	6926572	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runsapprox	bzip	24386427	26572196	24529803	2042393	127007	6547492	154931	6702423	6926572	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runsapprox	rrr	24386427	26572196	24529803	2042393	127007	6547492	782795	7330287	6926572	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	4	runsapprox	xz	24386427	26572196	24529803	2042393	127007	6547492	229664	6777156	6926572	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	4	zeros	EliasFano	24386427	26572196	24386427	2185769	162990	6547484	341680	6889164	6983172	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	4	zeros	bzip	24386427	26572196	24386427	2185769	162990	6547484	180053	6727537	6983172	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	4	zeros	rrr	24386427	26572196	24386427	2185769	162990	6547484	816219	7363703	6983172	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	4	zeros	xz	24386427	26572196	24386427	2185769	162990	6547484	272836	6820320	6983172	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_4.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	5	default	EliasFano	24386427	26540999	24386427	2154572	171608	6542976	356832	6899808	6992736	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	5	default	bzip	24386427	26540999	24386427	2154572	171608	6542976	197108	6740084	6992736	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	5	default	rrr	24386427	26540999	24386427	2154572	171608	6542976	808387	7351363	6992736	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	5	default	xz	24386427	26540999	24386427	2154572	171608	6542976	292752	6835728	6992736	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	5	ones	EliasFano	24386427	26540999	24547441	1993558	131684	6542976	286344	6829320	6926320	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	5	ones	bzip	24386427	26540999	24547441	1993558	131684	6542976	166722	6709698	6926320	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	5	ones	rrr	24386427	26540999	24547441	1993558	131684	6542976	769355	7312331	6926320	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	5	ones	xz	24386427	26540999	24547441	1993558	131684	6542976	243384	6786360	6926320	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runs	EliasFano	24386427	26540999	24544892	1996107	129946	6542984	283280	6826264	6925952	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runs	bzip	24386427	26540999	24544892	1996107	129946	6542984	164048	6707032	6925952	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runs	rrr	24386427	26540999	24544892	1996107	129946	6542984	769547	7312531	6925952	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runs	xz	24386427	26540999	24544892	1996107	129946	6542984	240140	6783124	6925952	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runsapprox	EliasFano	24386427	26540999	24547441	1993558	131684	6542984	286344	6829328	6926328	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runsapprox	bzip	24386427	26540999	24547441	1993558	131684	6542984	166722	6709706	6926328	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runsapprox	rrr	24386427	26540999	24547441	1993558	131684	6542984	769355	7312339	6926328	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	5	runsapprox	xz	24386427	26540999	24547441	1993558	131684	6542984	243392	6786376	6926328	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	19	5	zeros	EliasFano	24386427	26540999	24386427	2154572	171725	6542976	357040	6900016	6995116	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	19	5	zeros	bzip	24386427	26540999	24386427	2154572	171725	6542976	197676	6740652	6995116	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	19	5	zeros	rrr	24386427	26540999	24386427	2154572	171725	6542976	808395	7351371	6995116	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	19	5	zeros	xz	24386427	26540999	24386427	2154572	171725	6542976	293132	6836108	6995116	neisseria_gonorrhoeae.pangenome.k32.S_local.k_19.d_5.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	global	20	na	default	EliasFano	24523920	25678831	24523920	1154911	143309	6340008	305120	6645128	6779144	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	global	20	na	default	bzip	24523920	25678831	24523920	1154911	143309	6340008	224964	6564972	6779144	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	global	20	na	default	rrr	24523920	25678831	24523920	1154911	143309	6340008	683851	7023859	6779144	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	global	20	na	default	xz	24523920	25678831	24523920	1154911	143309	6340008	338008	6678016	6779144	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	global	20	na	ones	EliasFano	24523920	25678831	24760156	918675	95544	6340008	218672	6558680	6663924	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	global	20	na	ones	bzip	24523920	25678831	24760156	918675	95544	6340008	151224	6491232	6663924	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	global	20	na	ones	rrr	24523920	25678831	24760156	918675	95544	6340008	587595	6927603	6663924	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	global	20	na	ones	xz	24523920	25678831	24760156	918675	95544	6340008	243524	6583532	6663924	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runs	EliasFano	24523920	25678831	24759593	919238	95134	6340016	217848	6557864	6667484	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runs	bzip	24523920	25678831	24759593	919238	95134	6340016	150386	6490402	6667484	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runs	rrr	24523920	25678831	24759593	919238	95134	6340016	587795	6927811	6667484	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runs	xz	24523920	25678831	24759593	919238	95134	6340016	242704	6582720	6667484	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runsapprox	EliasFano	24523920	25678831	24760156	918675	95544	6340016	218672	6558688	6663932	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runsapprox	bzip	24523920	25678831	24760156	918675	95544	6340016	151224	6491240	6663932	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runsapprox	rrr	24523920	25678831	24760156	918675	95544	6340016	587595	6927611	6663932	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	global	20	na	runsapprox	xz	24523920	25678831	24760156	918675	95544	6340016	243532	6583548	6663932	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	global	20	na	zeros	EliasFano	24523920	25678831	24523920	1154911	165405	6340008	344136	6684144	6798072	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	global	20	na	zeros	bzip	24523920	25678831	24523920	1154911	165405	6340008	253987	6593995	6798072	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	global	20	na	zeros	rrr	24523920	25678831	24523920	1154911	165405	6340008	683603	7023611	6798072	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	global	20	na	zeros	xz	24523920	25678831	24523920	1154911	165405	6340008	366144	6706152	6798072	neisseria_gonorrhoeae.pangenome.k32.S_global.k_20.d_na.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	1	default	EliasFano	24523920	27245727	24523920	2721807	143253	6638684	308208	6946892	7092872	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	1	default	bzip	24523920	27245727	24523920	2721807	143253	6638684	122092	6760776	7092872	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	1	default	rrr	24523920	27245727	24523920	2721807	143253	6638684	949355	7588039	7092872	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	1	default	xz	24523920	27245727	24523920	2721807	143253	6638684	210152	6848836	7092872	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	1	ones	EliasFano	24523920	27245727	24624425	2621302	145023	6638684	311328	6950012	7103028	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	1	ones	bzip	24523920	27245727	24624425	2621302	145023	6638684	166431	6805115	7103028	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	1	ones	rrr	24523920	27245727	24624425	2621302	145023	6638684	942275	7580959	7103028	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	1	ones	xz	24523920	27245727	24624425	2621302	145023	6638684	251956	6890640	7103028	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runs	EliasFano	24523920	27245727	24621144	2624583	143086	6638692	307904	6946596	7099684	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runs	bzip	24523920	27245727	24621144	2624583	143086	6638692	162458	6801150	7099684	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runs	rrr	24523920	27245727	24621144	2624583	143086	6638692	942331	7581023	7099684	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runs	xz	24523920	27245727	24621144	2624583	143086	6638692	248120	6886812	7099684	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runsapprox	EliasFano	24523920	27245727	24624425	2621302	145023	6638692	311328	6950020	7103036	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runsapprox	bzip	24523920	27245727	24624425	2621302	145023	6638692	166431	6805123	7103036	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runsapprox	rrr	24523920	27245727	24624425	2621302	145023	6638692	942275	7580967	7103036	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	1	runsapprox	xz	24523920	27245727	24624425	2621302	145023	6638692	251964	6890656	7103036	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	1	zeros	EliasFano	24523920	27245727	24523920	2721807	145481	6638684	312136	6950820	7096984	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	1	zeros	bzip	24523920	27245727	24523920	2721807	145481	6638684	130501	6769185	7096984	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	1	zeros	rrr	24523920	27245727	24523920	2721807	145481	6638684	948899	7587583	7096984	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	1	zeros	xz	24523920	27245727	24523920	2721807	145481	6638684	218496	6857180	7096984	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_1.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	2	default	EliasFano	24523920	26959221	24523920	2435301	144855	6569592	310448	6880040	7006156	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	2	default	bzip	24523920	26959221	24523920	2435301	144855	6569592	136301	6705893	7006156	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	2	default	rrr	24523920	26959221	24523920	2435301	144855	6569592	861715	7431307	7006156	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	2	default	xz	24523920	26959221	24523920	2435301	144855	6569592	221396	6790988	7006156	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	2	ones	EliasFano	24523920	26959221	24624771	2334450	129470	6569592	283288	6852880	6988468	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	2	ones	bzip	24523920	26959221	24624771	2334450	129470	6569592	148564	6718156	6988468	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	2	ones	rrr	24523920	26959221	24624771	2334450	129470	6569592	849883	7419475	6988468	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	2	ones	xz	24523920	26959221	24624771	2334450	129470	6569592	224344	6793936	6988468	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runs	EliasFano	24523920	26959221	24622726	2336495	128225	6569600	281088	6850688	6987376	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runs	bzip	24523920	26959221	24622726	2336495	128225	6569600	145438	6715038	6987376	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runs	rrr	24523920	26959221	24622726	2336495	128225	6569600	849923	7419523	6987376	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runs	xz	24523920	26959221	24622726	2336495	128225	6569600	221632	6791232	6987376	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runsapprox	EliasFano	24523920	26959221	24624771	2334450	129470	6569600	283288	6852888	6988476	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runsapprox	bzip	24523920	26959221	24624771	2334450	129470	6569600	148564	6718164	6988476	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runsapprox	rrr	24523920	26959221	24624771	2334450	129470	6569600	849883	7419483	6988476	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	2	runsapprox	xz	24523920	26959221	24624771	2334450	129470	6569600	224352	6793952	6988476	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	2	zeros	EliasFano	24523920	26959221	24523920	2435301	145394	6569592	311400	6880992	7005484	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	2	zeros	bzip	24523920	26959221	24523920	2435301	145394	6569592	138679	6708271	7005484	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	2	zeros	rrr	24523920	26959221	24523920	2435301	145394	6569592	861675	7431267	7005484	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	2	zeros	xz	24523920	26959221	24523920	2435301	145394	6569592	223536	6793128	7005484	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_2.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	3	default	EliasFano	24523920	26848158	24523920	2324238	146334	6544612	312840	6857452	6975016	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_3.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	local	20	3	default	bzip	24523920	26848158	24523920	2324238	146334	6544612	145266	6689878	6975016	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_3.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	local	20	3	default	rrr	24523920	26848158	24523920	2324238	146334	6544612	830723	7375335	6975016	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_3.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	local	20	3	default	xz	24523920	26848158	24523920	2324238	146334	6544612	228816	6773428	6975016	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_3.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	local	20	3	ones	EliasFano	24523920	26848158	24632860	2215298	123923	6544612	273272	6817884	6948224	neisseria_gonorrhoeae.pangenome.k32.S_local.k_20.d_3.M_ones.C_EliasFano
