pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_2.M_default	neisseria_gonorrhoeae.pangenome.k32	local	11	2	default	0.01	0.00	0.00	76%	4140	1168	0	0.026919
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_2.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	11	2	ones	0.71	0.01	0.68	97%	37984	0	0	0.716126
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_2.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	11	2	runs	1.61	0.08	1.53	99%	235864	0	0	1.621617
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_2.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	11	2	runsapprox	2.33	0.15	2.15	98%	236056	4264	0	2.339503
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_2.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	11	2	zeros	0.97	0.01	0.93	97%	37984	0	0	0.976862
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_3.M_default	neisseria_gonorrhoeae.pangenome.k32	local	11	3	default	0.02	0.00	0.01	72%	4140	1136	0	0.035433
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_3.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	11	3	ones	0.64	0.02	0.61	99%	37984	0	0	0.646226
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_3.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	11	3	runs	2.15	0.16	1.92	96%	235348	4192	0	2.156277
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_3.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	11	3	runsapprox	1.55	0.07	1.46	99%	234612	0	0	1.554075
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_3.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	11	3	zeros	0.58	0.01	0.56	99%	37984	0	0	0.585635
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_4.M_default	neisseria_gonorrhoeae.pangenome.k32	local	11	4	default	0.01	0.00	0.01	72%	4140	1144	0	0.031658
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_4.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	11	4	ones	0.68	0.01	0.66	98%	37984	0	0	0.68987
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_4.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	11	4	runs	2.14	0.15	1.98	99%	235312	0	0	2.151169
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_4.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	11	4	runsapprox	1.57	0.09	1.46	99%	234772	4192	0	1.577157
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_4.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	11	4	zeros	0.63	0.02	0.59	97%	37984	0	0	0.636518
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_5.M_default	neisseria_gonorrhoeae.pangenome.k32	local	11	5	default	0.02	0.00	0.01	72%	4140	1144	0	0.03453
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_5.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	11	5	ones	0.72	0.01	0.70	98%	37984	0	0	0.729998
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_5.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	11	5	runs	1.58	0.08	1.49	99%	234772	0	0	1.583402
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_5.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	11	5	runsapprox	2.21	0.19	2.01	99%	234928	4184	0	2.220429
neisseria_gonorrhoeae.pangenome.k32.S_local.k_11.d_5.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	11	5	zeros	0.54	0.00	0.54	99%	37984	0	0	0.552004
neisseria_gonorrhoeae.pangenome.k32.S_global.k_12.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	global	12	na	default	0.06	0.00	0.04	80%	9024	5048	0	0.084635
neisseria_gonorrhoeae.pangenome.k32.S_global.k_12.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	global	12	na	ones	2.95	0.05	2.85	98%	141052	0	0	2.962912
neisseria_gonorrhoeae.pangenome.k32.S_global.k_12.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	global	12	na	runs	6.26	0.27	5.96	99%	825044	14096	0	6.269799
neisseria_gonorrhoeae.pangenome.k32.S_global.k_12.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	global	12	na	runsapprox	9.11	0.63	8.47	99%	825032	0	0	9.122608
neisseria_gonorrhoeae.pangenome.k32.S_global.k_12.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	global	12	na	zeros	3.47	0.08	3.31	97%	141052	0	0	3.481787
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_1.M_default	neisseria_gonorrhoeae.pangenome.k32	local	12	1	default	0.09	0.01	0.05	72%	13120	7232	0	0.132695
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_1.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	12	1	ones	5.77	0.08	5.67	99%	141052	0	0	5.778593
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_1.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	12	1	runs	152.57	0.37	151.99	99%	1011852	0	0	152.573391
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_1.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	12	1	runsapprox	13.04	0.53	12.48	99%	918140	21592	0	13.053107
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_1.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	12	1	zeros	4.87	0.04	4.82	99%	141052	0	0	4.877834
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_2.M_default	neisseria_gonorrhoeae.pangenome.k32	local	12	2	default	0.07	0.00	0.05	78%	10544	5816	0	0.097411
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_2.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	12	2	ones	4.77	0.05	4.69	99%	141052	0	0	4.781526
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_2.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	12	2	runs	23.29	0.53	22.73	99%	877060	17056	0	23.297925
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_2.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	12	2	runsapprox	10.69	0.64	10.03	99%	861088	0	0	10.695892
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_2.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	12	2	zeros	4.96	0.10	4.83	99%	141052	0	0	4.972938
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_3.M_default	neisseria_gonorrhoeae.pangenome.k32	local	12	3	default	0.05	0.00	0.03	75%	9812	5360	0	0.079615
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_3.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	12	3	ones	3.73	0.05	3.66	99%	141064	0	0	3.738114
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_3.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	12	3	runs	10.24	0.37	9.86	99%	845608	0	0	10.248946
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_3.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	12	3	runsapprox	9.97	0.58	9.35	99%	845680	15728	0	9.974603
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_3.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	12	3	zeros	3.87	0.03	3.81	99%	141064	0	0	3.874336
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_4.M_default	neisseria_gonorrhoeae.pangenome.k32	local	12	4	default	0.06	0.01	0.03	72%	9548	5176	0	0.096755
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_4.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	12	4	ones	4.18	0.06	4.09	99%	141052	0	0	4.183993
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_4.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	12	4	runs	9.77	0.63	9.13	99%	839756	0	0	9.773218
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_4.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	12	4	runsapprox	9.07	0.48	8.57	99%	839800	15216	0	9.077215
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_4.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	12	4	zeros	4.07	0.02	3.99	98%	141052	0	0	4.079683
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_5.M_default	neisseria_gonorrhoeae.pangenome.k32	local	12	5	default	0.07	0.00	0.04	76%	9548	5104	0	0.104723
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_5.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	12	5	ones	4.76	0.07	4.62	98%	141052	0	0	4.76951
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_5.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	12	5	runs	7.96	0.22	7.72	99%	837724	15048	0	7.970809
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_5.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	12	5	runsapprox	9.48	0.61	8.86	99%	837688	0	0	9.492462
neisseria_gonorrhoeae.pangenome.k32.S_local.k_12.d_5.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	12	5	zeros	4.55	0.06	4.47	99%	141052	0	0	4.559816
neisseria_gonorrhoeae.pangenome.k32.S_global.k_13.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	global	13	na	default	0.15	0.01	0.10	72%	17216	11480	0	0.1991
neisseria_gonorrhoeae.pangenome.k32.S_global.k_13.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	global	13	na	ones	8.58	0.12	8.44	99%	278152	0	0	8.589655
neisseria_gonorrhoeae.pangenome.k32.S_global.k_13.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	global	13	na	runs	20.66	1.08	19.54	99%	1687444	12992	0	20.673245
neisseria_gonorrhoeae.pangenome.k32.S_global.k_13.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	global	13	na	runsapprox	14.43	0.35	14.05	99%	1687552	17712	0	14.433907
neisseria_gonorrhoeae.pangenome.k32.S_global.k_13.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	global	13	na	zeros	6.74	0.06	6.67	99%	278152	0	0	6.746904
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_1.M_default	neisseria_gonorrhoeae.pangenome.k32	local	13	1	default	0.53	0.02	0.16	33%	29504	18984	0	0.626912
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_1.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	13	1	ones	19.87	0.13	19.62	99%	278136	0	0	19.878776
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_1.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	13	1	runs	2251.81	2.74	2246.00	99%	2327812	55216	0	2251.822512
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_1.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	13	1	runsapprox	28.22	1.20	26.99	99%	1899792	0	0	28.228751
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_1.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	13	1	zeros	22.83	0.13	22.55	99%	278140	0	0	22.841555
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_2.M_default	neisseria_gonorrhoeae.pangenome.k32	local	13	2	default	0.31	0.03	0.11	44%	23360	14808	0	0.37553
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_2.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	13	2	ones	12.93	0.07	12.73	99%	278140	0	0	12.933827
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_2.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	13	2	runs	309.43	1.21	307.79	99%	1913872	41328	0	309.439159
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_2.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	13	2	runsapprox	19.41	0.43	18.95	99%	1775304	0	0	19.423876
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_2.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	13	2	zeros	11.61	0.06	11.50	99%	278136	0	0	11.622729
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_3.M_default	neisseria_gonorrhoeae.pangenome.k32	local	13	3	default	0.22	0.01	0.11	55%	21312	13200	0	0.289417
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_3.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	13	3	ones	9.68	0.06	9.54	99%	278140	0	0	9.683978
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_3.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	13	3	runs	68.99	0.45	68.43	99%	1764416	36408	0	69.003631
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_3.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	13	3	runsapprox	25.82	1.17	24.62	99%	1732260	0	0	25.827636
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_3.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	13	3	zeros	10.97	0.08	10.81	99%	278140	0	0	10.97654
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_4.M_default	neisseria_gonorrhoeae.pangenome.k32	local	13	4	default	0.20	0.00	0.10	58%	19264	12472	0	0.256906
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_4.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	13	4	ones	11.44	0.06	11.36	99%	278136	0	0	11.450471
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_4.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	13	4	runs	33.25	1.21	31.99	99%	1716704	34400	0	33.263302
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_4.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	13	4	runsapprox	19.23	0.69	18.52	99%	1717688	0	0	19.242412
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_4.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	13	4	zeros	10.26	0.11	10.11	99%	278140	0	0	10.272685
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_5.M_default	neisseria_gonorrhoeae.pangenome.k32	local	13	5	default	0.22	0.01	0.11	58%	18736	12216	0	0.281467
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_5.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	13	5	ones	9.70	0.07	9.61	99%	278140	0	0	9.711387
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_5.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	13	5	runs	22.61	0.70	21.88	99%	1712188	33696	0	22.622778
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_5.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	13	5	runsapprox	23.52	1.23	22.26	99%	1710984	0	0	23.528376
neisseria_gonorrhoeae.pangenome.k32.S_local.k_13.d_5.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	13	5	zeros	11.05	0.09	10.94	99%	278136	0	0	11.056138
neisseria_gonorrhoeae.pangenome.k32.S_global.k_14.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	global	14	na	default	0.31	0.02	0.11	46%	23360	15336	0	0.387638
neisseria_gonorrhoeae.pangenome.k32.S_global.k_14.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	global	14	na	ones	12.32	0.15	12.16	99%	278152	0	0	12.331525
neisseria_gonorrhoeae.pangenome.k32.S_global.k_14.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	global	14	na	runs	23.63	0.68	22.90	99%	2156484	42544	0	23.641489
neisseria_gonorrhoeae.pangenome.k32.S_global.k_14.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	global	14	na	runsapprox	21.81	0.51	21.27	99%	2156484	0	0	21.823218
neisseria_gonorrhoeae.pangenome.k32.S_global.k_14.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	global	14	na	zeros	12.71	0.09	12.60	99%	278152	0	0	12.716647
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_1.M_default	neisseria_gonorrhoeae.pangenome.k32	local	14	1	default	0.96	0.04	0.22	28%	37696	24208	0	1.077996
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_1.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	14	1	ones	45.28	0.17	45.03	99%	278140	0	0	45.284282
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_1.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	14	1	runs	1152.63	1.19	1149.95	99%	2558180	71664	0	1152.638656
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_1.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	14	1	runsapprox	37.82	0.87	36.90	99%	2202008	0	0	37.829363
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_1.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	14	1	zeros	39.73	0.11	39.52	99%	278132	0	0	39.740248
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_2.M_default	neisseria_gonorrhoeae.pangenome.k32	local	14	2	default	0.43	0.02	0.13	36%	31792	19784	0	0.513372
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_2.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	14	2	ones	18.87	0.13	18.70	99%	278152	0	0	18.875381
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_2.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	14	2	runs	179.27	1.34	177.62	99%	2227112	56272	0	179.284114
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_2.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	14	2	runsapprox	28.03	0.63	27.37	99%	2158280	0	0	28.042461
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_2.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	14	2	zeros	17.44	0.08	17.32	99%	278152	0	0	17.453551
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_3.M_default	neisseria_gonorrhoeae.pangenome.k32	local	14	3	default	0.52	0.03	0.16	38%	29504	18400	0	0.618261
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_3.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	14	3	ones	20.08	0.18	19.70	99%	278140	0	0	20.090153
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_3.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	14	3	runs	66.18	0.58	65.50	99%	2147688	51320	0	66.189675
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_3.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	14	3	runsapprox	31.33	0.75	30.55	99%	2147688	0	0	31.340417
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_3.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	14	3	zeros	16.90	0.13	16.70	99%	278136	0	0	16.911622
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_4.M_default	neisseria_gonorrhoeae.pangenome.k32	local	14	4	default	0.42	0.01	0.15	38%	27456	17616	0	0.504539
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_4.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	14	4	ones	19.47	0.16	19.01	98%	278304	0	0	19.477278
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_4.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	14	4	runs	42.19	1.21	40.90	99%	2146932	48920	0	42.195103
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_4.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	14	4	runsapprox	24.72	0.65	24.03	99%	2146932	0	0	24.725027
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_4.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	14	4	zeros	17.11	0.09	16.98	99%	278140	0	0	17.116223
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_5.M_default	neisseria_gonorrhoeae.pangenome.k32	local	14	5	default	0.43	0.01	0.17	42%	27456	17200	0	0.522547
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_5.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	14	5	ones	17.41	0.13	17.18	99%	278136	0	0	17.415082
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_5.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	14	5	runs	37.92	1.60	36.27	99%	2146876	47704	0	37.924209
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_5.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	14	5	runsapprox	28.21	1.01	27.17	99%	2147960	0	0	28.217092
neisseria_gonorrhoeae.pangenome.k32.S_local.k_14.d_5.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	14	5	zeros	15.20	0.13	15.04	99%	278140	0	0	15.210367
neisseria_gonorrhoeae.pangenome.k32.S_global.k_15.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	global	15	na	default	0.42	0.02	0.14	40%	25408	15840	0	0.500179
neisseria_gonorrhoeae.pangenome.k32.S_global.k_15.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	global	15	na	ones	14.94	0.09	14.83	99%	278136	0	0	14.950609
neisseria_gonorrhoeae.pangenome.k32.S_global.k_15.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	global	15	na	runs	25.54	0.65	24.84	99%	2226496	46928	0	25.552946
neisseria_gonorrhoeae.pangenome.k32.S_global.k_15.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	global	15	na	runsapprox	28.99	0.85	28.11	99%	2226504	0	0	29.003523
neisseria_gonorrhoeae.pangenome.k32.S_global.k_15.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	global	15	na	zeros	15.57	0.10	15.42	99%	278140	0	0	15.573622
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_1.M_default	neisseria_gonorrhoeae.pangenome.k32	local	15	1	default	0.79	0.03	0.17	26%	35384	21832	0	0.89934
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_1.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	15	1	ones	24.21	0.11	24.04	99%	278140	0	0	24.216023
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_1.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	15	1	runs	128.21	1.35	126.60	99%	2363528	66760	0	128.22056
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_1.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	15	1	runsapprox	36.78	1.29	35.43	99%	2277220	0	0	36.788303
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_1.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	15	1	zeros	39.84	0.23	39.52	99%	278140	0	0	39.844906
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_2.M_default	neisseria_gonorrhoeae.pangenome.k32	local	15	2	default	0.42	0.03	0.10	33%	31792	18880	0	0.49806
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_2.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	15	2	ones	18.04	0.07	17.93	99%	278152	0	0	18.048628
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_2.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	15	2	runs	47.82	0.71	47.03	99%	2246020	56432	0	47.827222
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_2.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	15	2	runsapprox	27.29	0.79	26.45	99%	2245880	0	0	27.299597
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_2.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	15	2	zeros	17.26	0.08	17.15	99%	278148	0	0	17.268561
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_3.M_default	neisseria_gonorrhoeae.pangenome.k32	local	15	3	default	0.50	0.01	0.16	35%	29504	18328	0	0.585904
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_3.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	15	3	ones	20.00	0.11	19.69	99%	278140	0	0	20.012021
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_3.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	15	3	runs	35.20	0.63	34.51	99%	2239840	53864	0	35.203307
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_3.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	15	3	runsapprox	31.58	0.80	30.74	99%	2239856	0	0	31.586646
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_3.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	15	3	zeros	25.55	0.30	24.84	98%	278140	0	0	25.554659
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_4.M_default	neisseria_gonorrhoeae.pangenome.k32	local	15	4	default	0.51	0.02	0.14	34%	29504	18192	0	0.587997
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_4.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	15	4	ones	19.34	0.17	19.01	99%	278140	0	0	19.352919
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_4.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	15	4	runs	33.71	0.90	32.75	99%	2238800	52984	0	33.714703
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_4.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	15	4	runsapprox	27.86	0.70	27.12	99%	2238800	0	0	27.869864
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_4.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	15	4	zeros	18.23	0.11	18.05	99%	278140	0	0	18.235837
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_5.M_default	neisseria_gonorrhoeae.pangenome.k32	local	15	5	default	0.49	0.01	0.15	34%	29504	18032	0	0.580101
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_5.M_ones	neisseria_gonorrhoeae.pangenome.k32	local	15	5	ones	17.07	0.14	16.84	99%	278140	0	0	17.077601
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_5.M_runs	neisseria_gonorrhoeae.pangenome.k32	local	15	5	runs	32.91	0.80	32.06	99%	2238776	52336	0	32.922949
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_5.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	local	15	5	runsapprox	28.43	0.67	27.72	99%	2238916	0	0	28.439107
neisseria_gonorrhoeae.pangenome.k32.S_local.k_15.d_5.M_zeros	neisseria_gonorrhoeae.pangenome.k32	local	15	5	zeros	17.82	0.12	17.64	99%	278140	0	0	17.831986
