pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_16.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	16	na	ones	12.81	0.07	12.72	99%	278176	0	0	12.819195
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_16.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	16	na	runs	33.66	0.67	32.94	99%	2300872	0	0	33.666763
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_16.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	16	na	runsapprox	36.31	0.78	35.48	99%	2300628	0	0	36.319937
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_16.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	16	na	zeros	11.61	0.08	11.51	99%	278176	0	0	11.61599
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_16.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	16	na	default	Command exited with non-zero status 120	0.455252	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_16.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	16	na	ones	12.08	0.08	11.98	99%	278176	0	0	12.087687
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_16.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	16	na	runs	26.41	0.66	25.71	99%	2317984	0	0	26.419804
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_16.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	16	na	runsapprox	26.37	0.58	25.74	99%	2317984	0	0	26.376841
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_16.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	16	na	zeros	10.03	0.09	9.93	99%	278176	0	0	10.039769
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_16.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	16	na	default	Command exited with non-zero status 120	0.864982	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_16.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	16	na	ones	14.97	0.14	14.81	99%	278176	0	0	14.977026
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_16.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	16	na	runs	35.30	0.75	34.51	99%	2302108	0	0	35.310594
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_16.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	16	na	runsapprox	31.29	0.66	30.59	99%	2302056	0	0	31.301783
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_16.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	16	na	zeros	12.08	0.07	11.99	99%	278176	0	0	12.090538
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_17.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	17	na	default	Command exited with non-zero status 120	0.597054	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_17.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	17	na	ones	13.49	0.11	13.35	99%	278176	0	0	13.498443
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_17.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	17	na	runs	28.38	0.67	27.67	99%	2315368	0	0	28.391053
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_17.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	17	na	runsapprox	28.04	0.59	27.40	99%	2315368	0	0	28.044014
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_17.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	17	na	zeros	11.24	0.09	11.13	99%	278176	0	0	11.25035
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_17.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	17	na	default	Command exited with non-zero status 120	0.521479	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_17.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	17	na	ones	12.84	0.07	12.75	99%	278176	0	0	12.846639
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_17.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	17	na	runs	26.78	0.61	26.12	99%	2332024	0	0	26.785012
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_17.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	17	na	runsapprox	26.17	0.60	25.53	99%	2332024	0	0	26.182076
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_17.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	17	na	zeros	9.56	0.08	9.47	99%	278176	0	0	9.574422
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_17.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	17	na	default	Command exited with non-zero status 120	0.668011	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_17.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	17	na	ones	11.55	0.11	11.42	99%	278176	0	0	11.559452
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_17.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	17	na	runs	31.22	0.61	30.57	99%	2316160	0	0	31.23276
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_17.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	17	na	runsapprox	30.20	0.62	29.53	99%	2316164	0	0	30.20939
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_17.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	17	na	zeros	13.98	0.11	13.86	99%	278176	0	0	13.993523
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	18	na	default	Command exited with non-zero status 120	0.551336	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	18	na	ones	10.73	0.05	10.66	99%	278176	0	0	10.739952
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	18	na	runs	29.29	0.67	28.58	99%	2326644	0	0	29.296794
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	18	na	runsapprox	28.60	0.70	27.85	99%	2326656	0	0	28.604341
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	18	na	zeros	10.09	0.07	10.00	99%	278176	0	0	10.102857
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	18	na	default	Command exited with non-zero status 120	0.472135	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	18	na	ones	9.71	0.05	9.64	99%	278176	0	0	9.715434
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	18	na	runs	31.42	0.63	30.75	99%	2341104	0	0	31.431089
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	18	na	runsapprox	26.42	0.64	25.74	99%	2341216	0	0	26.428303
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	18	na	zeros	12.31	0.11	12.18	99%	278176	0	0	12.319915
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	matchtigs	18	na	default	Command exited with non-zero status 120	0.646667	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	matchtigs	18	na	ones	9.60	0.06	9.52	99%	278176	0	0	9.609857
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	matchtigs	18	na	runs	29.30	0.78	28.48	99%	2337280	0	0	29.308461
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	matchtigs	18	na	runsapprox	28.36	0.63	27.69	99%	2337292	0	0	28.368766
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	matchtigs	18	na	zeros	9.58	0.09	9.47	99%	278176	0	0	9.58635
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	default	Command exited with non-zero status 120	0.678525	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	ones	11.08	0.07	10.99	99%	278176	0	0	11.088941
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	runs	28.54	0.59	27.90	99%	2326732	0	0	28.545409
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	runsapprox	27.91	0.65	27.21	99%	2326732	0	0	27.918136
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	zeros	11.05	0.07	10.95	99%	278176	0	0	11.057345
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	default	Command exited with non-zero status 120	0.553416	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	ones	12.65	0.13	12.51	99%	278176	0	0	12.662136
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	runs	28.20	0.61	27.55	99%	2335860	0	0	28.20939
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	runsapprox	28.20	0.68	27.47	99%	2335860	0	0	28.205362
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	zeros	11.16	0.06	11.08	99%	278176	0	0	11.16798
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	default	Command exited with non-zero status 120	0.481374	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	ones	12.29	0.13	12.14	99%	278176	0	0	12.300408
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	runs	33.36	0.86	32.45	99%	2350168	0	0	33.371467
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	runsapprox	26.70	0.63	26.02	99%	2350148	0	0	26.708524
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	zeros	10.43	0.07	10.34	99%	278176	0	0	10.441755
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	default	Command exited with non-zero status 120	0.620213	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	ones	11.28	0.10	11.17	99%	278176	0	0	11.293261
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	runs	29.26	0.69	28.53	99%	2335992	0	0	29.270305
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	runsapprox	29.61	0.61	28.95	99%	2336004	0	0	29.616138
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	zeros	10.37	0.07	10.28	99%	278176	0	0	10.374446
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	default	Command exited with non-zero status 120	0.524653	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	ones	12.92	0.09	12.81	99%	278176	0	0	12.933385
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	runs	30.75	0.73	29.98	99%	2344940	0	0	30.761163
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	runsapprox	28.14	0.61	27.48	99%	2344988	0	0	28.153144
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	zeros	10.10	0.08	10.00	99%	278176	0	0	10.107747
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	default	Command exited with non-zero status 120	0.536853	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	ones	9.91	0.06	9.83	99%	278176	0	0	9.918134
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	runs	27.39	0.58	26.76	99%	2359388	0	0	27.393884
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	runsapprox	28.54	0.65	27.85	99%	2359336	0	0	28.547045
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	zeros	10.70	0.07	10.62	99%	278176	0	0	10.713017
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	default	Command exited with non-zero status 120	0.731515	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	ones	10.65	0.05	10.58	99%	278172	0	0	10.656475
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	runs	28.56	0.69	27.82	99%	2344952	0	0	28.572611
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	runsapprox	28.95	0.70	28.22	99%	2344940	0	0	28.963653
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	zeros	14.56	0.12	14.42	99%	278172	0	0	14.56812
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	default	Command exited with non-zero status 120	0.563958	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	ones	10.33	0.06	10.25	99%	278176	0	0	10.339772
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	runs	32.81	0.70	32.06	99%	2351348	0	0	32.813251
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	runsapprox	29.96	0.67	29.26	99%	2351556	0	0	29.970729
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	zeros	13.91	0.14	13.76	99%	278176	0	0	13.923897
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	default	Command exited with non-zero status 120	0.528018	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	ones	9.95	0.06	9.87	99%	278176	0	0	9.955731
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	runs	27.67	0.54	27.09	99%	2365652	0	0	27.682896
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	runsapprox	33.07	0.77	32.26	99%	2365868	0	0	33.076865
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	zeros	9.77	0.07	9.69	99%	278176	0	0	9.783281
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	default	Command exited with non-zero status 120	0.610221	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	ones	10.41	0.09	10.30	99%	278176	0	0	10.413408
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	runs	32.48	0.70	31.74	99%	2351440	0	0	32.490172
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	runsapprox	29.40	0.69	28.67	99%	2351540	0	0	29.408923
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	zeros	9.95	0.05	9.88	99%	278176	0	0	9.954619
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	default	Command exited with non-zero status 120	0.508616	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	ones	10.51	0.07	10.42	99%	278176	0	0	10.520376
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	runs	32.92	0.63	32.24	99%	2357780	0	0	32.924752
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	runsapprox	28.04	0.65	27.34	99%	2358012	0	0	28.04338
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	zeros	10.38	0.05	10.31	99%	278176	0	0	10.391004
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	default	Command exited with non-zero status 120	0.482703	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	ones	10.22	0.06	10.14	99%	278176	0	0	10.226361
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	runs	28.09	0.59	27.45	99%	2373104	0	0	28.096062
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	runsapprox	27.30	0.61	26.64	99%	2373104	0	0	27.304609
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	zeros	13.14	0.12	13.00	99%	278176	0	0	13.14891
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	default	Command exited with non-zero status 120	0.60603	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	ones	12.93	0.08	12.83	99%	278176	0	0	12.93643
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	runs	29.95	0.69	29.22	99%	2358048	0	0	29.962835
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	runsapprox	28.39	0.65	27.69	99%	2357796	0	0	28.39832
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	zeros	13.39	0.10	13.27	99%	278176	0	0	13.399527
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	default	Command exited with non-zero status 120	0.541901	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	ones	10.86	0.07	10.78	99%	278176	0	0	10.870724
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	runs	29.06	0.66	28.35	99%	2366368	0	0	29.069144
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	runsapprox	38.30	0.92	37.33	99%	2366268	0	0	38.310561
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	zeros	10.83	0.06	10.76	99%	278176	0	0	10.841534
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	default	Command exited with non-zero status 120	0.489929	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	ones	13.21	0.14	13.05	99%	278176	0	0	13.220962
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	runs	28.48	0.65	27.78	99%	2382092	0	0	28.491147
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	runsapprox	32.22	0.68	31.48	99%	2382124	0	0	32.227119
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	zeros	10.57	0.08	10.48	99%	278176	0	0	10.579687
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	default	Command exited with non-zero status 120	0.690745	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	ones	10.64	0.06	10.56	99%	278176	0	0	10.648688
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	runs	29.82	0.68	29.09	99%	2366324	0	0	29.826697
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	runsapprox	33.56	0.73	32.78	99%	2366316	0	0	33.568757
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	zeros	10.08	0.07	9.99	99%	278176	0	0	10.086392
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	default	Command exited with non-zero status 120	0.583712	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	ones	13.32	0.10	13.20	99%	278176	0	0	13.328394
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	runs	32.87	0.67	32.15	99%	2415876	0	0	32.875819
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	runsapprox	38.63	0.91	37.68	99%	2415904	0	0	38.64471
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	zeros	11.27	0.05	11.20	99%	278176	0	0	11.280183
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	31	na	default	Command exited with non-zero status 120	0.543657	na	na	na	na	na	na
