genome	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	tigs_ns	tigs_cl	enc0_xz_bytes	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
human	greedytigs	61	na	default	rrr	2764061413	2826601457	2806113737	20487720	341462	341462	2826601457	649354932	648869860	21419995	670289855	651770684	human.S_greedytigs.k_61.d_na.M_default.C_rrr
human	greedytigs	61	na	default	xz	2764061413	2826601457	2806113737	20487720	341462	341462	2826601457	649354932	648869860	1954260	650824120	651770684	human.S_greedytigs.k_61.d_na.M_default.C_xz
minikraken4GB	prophasm	31	na	default	EliasFano	313174697	9503324387	313174697	9190149690	306338323	306338323	9503324387	2491085404	2286219896	462939560	2749159456	2522477776	minikraken4GB.S_prophasm.k_31.d_na.M_default.C_EliasFano
minikraken4GB	prophasm	31	na	default	bzip	313174697	9503324387	313174697	9190149690	306338323	306338323	9503324387	2491085404	2286219896	10027901	2296247797	2522477776	minikraken4GB.S_prophasm.k_31.d_na.M_default.C_bzip
minikraken4GB	prophasm	31	na	default	rrr	313174697	9503324387	313174697	9190149690	306338323	306338323	9503324387	2491085404	2286219896	283581643	2569801539	2522477776	minikraken4GB.S_prophasm.k_31.d_na.M_default.C_rrr
minikraken4GB	prophasm	31	na	default	xz	313174697	9503324387	313174697	9190149690	306338323	306338323	9503324387	2491085404	2286219896	18079036	2304298932	2522477776	minikraken4GB.S_prophasm.k_31.d_na.M_default.C_xz
minikraken8GB	prophasm	31	na	default	EliasFano	671088638	19874544428	671088638	19203455790	640115193	640115193	19874544428	5168851136	4746194444	968813456	5715007900	5242880696	minikraken8GB.S_prophasm.k_31.d_na.M_default.C_EliasFano
minikraken8GB	prophasm	31	na	default	bzip	671088638	19874544428	671088638	19203455790	640115193	640115193	19874544428	5168851136	4746194444	36667218	4782861662	5242880696	minikraken8GB.S_prophasm.k_31.d_na.M_default.C_bzip
minikraken8GB	prophasm	31	na	default	rrr	671088638	19874544428	671088638	19203455790	640115193	640115193	19874544428	5168851136	4746194444	603029851	5349224295	5242880696	minikraken8GB.S_prophasm.k_31.d_na.M_default.C_rrr
minikraken8GB	prophasm	31	na	default	xz	671088638	19874544428	671088638	19203455790	640115193	640115193	19874544428	5168851136	4746194444	66554308	4812748752	5242880696	minikraken8GB.S_prophasm.k_31.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	default	EliasFano	32896	33778	32896	882	126	126	33778	10012	9812	288	10100	10128	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	default	bzip	32896	33778	32896	882	126	126	33778	10012	9812	214	10026	10128	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	default	rrr	32896	33778	32896	882	126	126	33778	10012	9812	643	10455	10128	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	default	xz	32896	33778	32896	882	126	126	33778	10012	9812	328	10140	10128	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	ones	EliasFano	32896	33778	33771	7	1	126	33778	10012	9812	8	9820	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	ones	bzip	32896	33778	33771	7	1	126	33778	10012	9812	51	9863	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	ones	rrr	32896	33778	33771	7	1	126	33778	10012	9812	251	10063	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	ones	xz	32896	33778	33771	7	1	126	33778	10012	9812	144	9956	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runs	EliasFano	32896	33778	33771	7	1	126	33778	10012	9812	8	9820	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runs	bzip	32896	33778	33771	7	1	126	33778	10012	9812	51	9863	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runs	rrr	32896	33778	33771	7	1	126	33778	10012	9812	251	10063	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runs	xz	32896	33778	33771	7	1	126	33778	10012	9812	144	9956	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runsapprox	EliasFano	32896	33778	33771	7	1	126	33778	10012	9812	8	9820	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runsapprox	bzip	32896	33778	33771	7	1	126	33778	10012	9812	51	9863	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runsapprox	rrr	32896	33778	33771	7	1	126	33778	10012	9812	251	10063	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	runsapprox	xz	32896	33778	33771	7	1	126	33778	10012	9812	144	9956	9816	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	zeros	EliasFano	32896	33778	32896	882	656	126	33778	10012	9812	1088	10900	10828	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	zeros	bzip	32896	33778	32896	882	656	126	33778	10012	9812	1014	10826	10828	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	zeros	rrr	32896	33778	32896	882	656	126	33778	10012	9812	931	10743	10828	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	8	na	zeros	xz	32896	33778	32896	882	656	126	33778	10012	9812	1264	11076	10828	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_8.d_na.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	default	EliasFano	32896	33278	33271	7	1	1	33278	9688	9684	8	9692	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	default	bzip	32896	33278	33271	7	1	1	33278	9688	9684	51	9735	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	default	rrr	32896	33278	33271	7	1	1	33278	9688	9684	251	9935	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	default	xz	32896	33278	33271	7	1	1	33278	9688	9684	144	9828	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	ones	EliasFano	32896	33278	33271	7	1	1	33278	9688	9684	8	9692	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	ones	bzip	32896	33278	33271	7	1	1	33278	9688	9684	51	9735	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	ones	rrr	32896	33278	33271	7	1	1	33278	9688	9684	251	9935	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	ones	xz	32896	33278	33271	7	1	1	33278	9688	9684	144	9828	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runs	EliasFano	32896	33278	33271	7	1	1	33278	9688	9684	8	9692	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runs	bzip	32896	33278	33271	7	1	1	33278	9688	9684	51	9735	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runs	rrr	32896	33278	33271	7	1	1	33278	9688	9684	251	9935	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runs	xz	32896	33278	33271	7	1	1	33278	9688	9684	144	9828	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runsapprox	EliasFano	32896	33278	33271	7	1	1	33278	9688	9684	8	9692	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runsapprox	bzip	32896	33278	33271	7	1	1	33278	9688	9684	51	9735	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runsapprox	rrr	32896	33278	33271	7	1	1	33278	9688	9684	251	9935	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	runsapprox	xz	32896	33278	33271	7	1	1	33278	9688	9684	144	9828	9692	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	zeros	EliasFano	32896	33278	32896	382	215	1	33278	9688	9684	448	10132	9972	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	zeros	bzip	32896	33278	32896	382	215	1	33278	9688	9684	420	10104	9972	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	zeros	rrr	32896	33278	32896	382	215	1	33278	9688	9684	507	10191	9972	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	8	na	zeros	xz	32896	33278	32896	382	215	1	33278	9688	9684	600	10284	9972	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_8.d_na.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	default	EliasFano	32896	35206	32896	2310	330	330	35206	4992	4884	640	5524	5616	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	default	bzip	32896	35206	32896	2310	330	330	35206	4992	4884	386	5270	5616	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	default	rrr	32896	35206	32896	2310	330	330	35206	4992	4884	1235	6119	5616	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	default	xz	32896	35206	32896	2310	330	330	35206	4992	4884	612	5496	5616	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	ones	EliasFano	32896	35206	35199	7	1	330	35206	4992	4884	8	4892	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	ones	bzip	32896	35206	35199	7	1	330	35206	4992	4884	51	4935	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	ones	rrr	32896	35206	35199	7	1	330	35206	4992	4884	235	5119	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	ones	xz	32896	35206	35199	7	1	330	35206	4992	4884	144	5028	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runs	EliasFano	32896	35206	35199	7	1	330	35206	4992	4884	8	4892	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runs.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runs	bzip	32896	35206	35199	7	1	330	35206	4992	4884	51	4935	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runs	rrr	32896	35206	35199	7	1	330	35206	4992	4884	235	5119	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runs.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runs	xz	32896	35206	35199	7	1	330	35206	4992	4884	144	5028	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runsapprox	EliasFano	32896	35206	35199	7	1	330	35206	4992	4884	8	4892	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runsapprox	bzip	32896	35206	35199	7	1	330	35206	4992	4884	51	4935	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runsapprox	rrr	32896	35206	35199	7	1	330	35206	4992	4884	235	5119	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	runsapprox	xz	32896	35206	35199	7	1	330	35206	4992	4884	144	5028	4892	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	zeros	EliasFano	32896	35206	32896	2310	563	330	35206	4992	4884	984	5868	6020	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	zeros	bzip	32896	35206	32896	2310	563	330	35206	4992	4884	897	5781	6020	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	zeros	rrr	32896	35206	32896	2310	563	330	35206	4992	4884	1211	6095	6020	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	8	na	zeros	xz	32896	35206	32896	2310	563	330	35206	4992	4884	1024	5908	6020	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_8.d_na.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	default	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	default	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	default	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	default	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	ones	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	ones	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	ones	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	ones	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	runs	bzip	131072	131093	131083	21	12	1	131080	36604	36588	73	36661	36620	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	runs	xz	131072	131093	131083	21	12	1	131080	36604	36588	180	36768	36620	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	runsapprox	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	runsapprox	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	runsapprox	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	runsapprox	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	zeros	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	zeros	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	zeros	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	eulertigs	9	na	zeros	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_9.d_na.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	default	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	default	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	default	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	default	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	ones	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	ones	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	ones	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	ones	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	runs	bzip	131072	131093	131083	21	12	1	131080	36604	36588	73	36661	36620	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_runs.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	runs	xz	131072	131093	131083	21	12	1	131080	36604	36588	180	36768	36620	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_runs.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	runsapprox	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_runsapprox.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	runsapprox	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_runsapprox.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	runsapprox	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_runsapprox.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	runsapprox	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_runsapprox.C_xz
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	zeros	EliasFano	131072	131080	131072	8	1	1	131080	36604	36604	8	36612	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_zeros.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	zeros	bzip	131072	131080	131072	8	1	1	131080	36604	36604	49	36653	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_zeros.C_bzip
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	zeros	rrr	131072	131080	131072	8	1	1	131080	36604	36604	651	37255	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_zeros.C_rrr
neisseria_gonorrhoeae.pangenome.k32	greedytigs	9	na	zeros	xz	131072	131080	131072	8	1	1	131080	36604	36604	164	36768	36604	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_9.d_na.M_zeros.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	default	EliasFano	131072	137768	131072	6696	837	837	137768	13120	12352	1752	14104	15244	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_default.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	default	bzip	131072	137768	131072	6696	837	837	137768	13120	12352	699	13051	15244	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_default.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	default	rrr	131072	137768	131072	6696	837	837	137768	13120	12352	3835	16187	15244	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_default.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	default	xz	131072	137768	131072	6696	837	837	137768	13120	12352	1292	13644	15244	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_default.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	ones	EliasFano	131072	137768	137760	8	1	837	137768	13120	12352	8	12360	12364	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_ones.C_EliasFano
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	ones	bzip	131072	137768	137760	8	1	837	137768	13120	12352	50	12402	12364	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_ones.C_bzip
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	ones	rrr	131072	137768	137760	8	1	837	137768	13120	12352	707	13059	12364	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_ones.C_rrr
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	ones	xz	131072	137768	137760	8	1	837	137768	13120	12352	164	12516	12364	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_ones.C_xz
neisseria_gonorrhoeae.pangenome.k32	prophasm	9	na	runs	bzip	131072	137781	133672	4120	775	837	137768	13120	12524	1376	13900	14680	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_9.d_na.M_runs.C_bzip
