pref	genome	S_alg	k	d	M_alg	real(s)	sys(s)	user(s)	percent_CPU	max_RAM(kb)	FS_inputs	FS_outputs	elapsed_time_alt(s)
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	ones	10.80	0.05	10.72	99%	278204	53232	0	10.805947
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	runs	31.65	0.73	30.87	99%	2326912	0	0	31.657064
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	runsapprox	26.58	0.57	25.97	99%	2326760	0	0	26.588031
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	18	na	zeros	9.73	0.09	9.62	99%	278204	0	0	9.736805
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	default	0.53	0.05	0.25	58%	86736	0	0	0.579629
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	ones	10.10	0.09	9.97	99%	278212	53024	0	10.105624
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	runs	20.81	0.57	20.20	99%	2334272	0	0	20.817924
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	runsapprox	31.16	0.90	30.08	99%	2335824	0	0	31.171017
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_19.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	19	na	zeros	11.89	0.09	11.79	99%	278212	0	0	11.899484
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	default	0.40	0.05	0.15	51%	89476	0	0	0.444764
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	ones	9.70	0.09	9.59	99%	278212	0	0	9.704618
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	runs	19.74	0.47	19.23	99%	2341720	0	0	19.74911
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	runsapprox	30.95	0.79	30.02	99%	2350112	0	0	30.961657
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_19.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	19	na	zeros	9.18	0.07	9.09	99%	278212	51312	0	9.188591
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	default	0.58	0.05	0.31	63%	89924	0	0	0.629789
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	ones	10.02	0.04	9.96	99%	278212	0	0	10.026494
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	runs	20.78	0.63	20.11	99%	2334428	0	0	20.789003
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	runsapprox	33.87	1.01	32.67	99%	2336172	0	0	33.87703
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_19.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	19	na	zeros	12.90	0.09	12.79	99%	278212	0	0	12.910299
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	default	0.52	0.06	0.23	57%	88284	0	0	0.581621
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	ones	10.12	0.07	10.01	99%	278212	53216	0	10.124626
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	runs	23.30	0.63	22.64	99%	2343612	0	0	23.312178
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	runsapprox	33.74	0.87	32.70	99%	2344992	0	0	33.756472
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_20.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	20	na	zeros	10.26	0.07	10.17	99%	278212	0	0	10.269645
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	default	0.43	0.02	0.19	51%	89724	0	0	0.484653
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	ones	12.39	0.09	12.28	99%	278212	51680	0	12.400438
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	runs	22.60	0.55	22.01	99%	2350888	0	0	22.612523
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	runsapprox	31.87	0.92	30.76	99%	2359368	0	0	31.884231
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_20.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	20	na	zeros	9.70	0.07	9.61	99%	278212	0	0	9.708554
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	default	0.59	0.04	0.32	61%	90936	0	0	0.641404
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	ones	9.69	0.06	9.59	99%	278208	53216	0	9.700068
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	runs	20.10	0.50	19.58	99%	2343552	0	0	20.111393
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	runsapprox	36.66	1.00	35.47	99%	2345152	0	0	36.676969
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_20.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	20	na	zeros	9.33	0.04	9.28	99%	278208	0	0	9.33781
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	default	0.52	0.04	0.25	56%	89516	0	0	0.57426
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	ones	12.07	0.12	11.92	99%	278212	53336	0	12.083582
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	runs	20.98	0.61	20.34	99%	2350168	0	0	20.990153
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	runsapprox	35.08	1.02	33.85	99%	2351508	0	0	35.092766
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_21.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	21	na	zeros	9.52	0.09	9.42	99%	278212	0	0	9.528272
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	default	0.41	0.03	0.16	47%	89432	0	0	0.474713
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	ones	9.36	0.08	9.27	99%	278212	0	0	9.370777
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	runs	22.92	0.66	22.23	99%	2357544	0	0	22.92757
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	runsapprox	33.09	0.89	32.03	99%	2365644	0	0	33.105108
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_21.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	21	na	zeros	9.79	0.07	9.71	99%	278212	0	0	9.79856
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	default	0.56	0.05	0.29	60%	91276	0	0	0.615836
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	ones	9.91	0.03	9.87	99%	278212	0	0	9.920239
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	runs	24.62	0.64	23.94	99%	2350216	53344	0	24.630049
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	runsapprox	34.60	0.85	33.55	99%	2351560	0	0	34.612126
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_21.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	21	na	zeros	9.65	0.05	9.58	99%	278212	0	0	9.656903
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	default	0.50	0.02	0.25	56%	90116	0	0	0.557689
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	ones	10.18	0.07	10.08	99%	278212	53816	0	10.191314
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	runs	20.39	0.54	19.82	99%	2356780	0	0	20.402885
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	runsapprox	35.49	0.99	34.34	99%	2357996	0	0	35.504907
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_22.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	22	na	zeros	9.94	0.07	9.86	99%	278212	0	0	9.953687
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	default	0.44	0.04	0.17	49%	89876	0	0	0.493518
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	ones	9.53	0.07	9.42	99%	278212	52440	0	9.534542
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	runs	20.13	0.60	19.50	99%	2364448	0	0	20.143075
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	runsapprox	33.99	0.89	32.90	99%	2373124	0	0	34.001016
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_22.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	22	na	zeros	9.85	0.07	9.77	99%	278212	0	0	9.861934
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	default	0.58	0.05	0.28	58%	90900	0	0	0.637113
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	ones	9.92	0.08	9.81	99%	278212	53816	0	9.922975
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	runs	21.34	0.61	20.68	99%	2356644	0	0	21.346606
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	runsapprox	27.45	0.63	26.71	99%	2357956	0	0	27.461025
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_22.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	22	na	zeros	9.47	0.09	9.37	99%	278212	0	0	9.47797
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	default	0.52	0.04	0.24	54%	90436	0	0	0.581876
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	ones	10.00	0.06	9.93	99%	278212	0	0	10.01047
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	runs	20.57	0.50	20.01	99%	2365084	54248	0	20.574819
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	runsapprox	29.42	0.69	28.69	99%	2366372	0	0	29.430352
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_23.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	23	na	zeros	11.79	0.12	11.65	99%	278212	0	0	11.797102
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	default	0.45	0.03	0.18	50%	90468	0	0	0.498396
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	ones	9.92	0.07	9.82	99%	278212	52800	0	9.929724
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	runs	21.51	0.60	20.88	99%	2373060	0	0	21.514734
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	runsapprox	34.47	0.97	33.30	99%	2382112	0	0	34.47446
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_23.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	23	na	zeros	10.05	0.11	9.92	99%	278212	0	0	10.054796
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	default	0.58	0.03	0.31	59%	92328	0	0	0.63705
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	ones	10.03	0.05	9.96	99%	278212	0	0	10.042535
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	runs	21.46	0.58	20.83	99%	2365156	54256	0	21.468451
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	runsapprox	30.78	0.88	29.85	99%	2366228	0	0	30.790013
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_23.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	23	na	zeros	9.47	0.07	9.39	99%	278212	0	0	9.475729
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	default	Command exited with non-zero status 120	0.609353	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	ones	14.54	0.12	14.39	99%	278204	57560	0	14.547091
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	runs	29.94	0.63	29.26	99%	2415904	0	0	29.949013
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	runsapprox	31.70	0.69	30.97	99%	2415904	0	0	31.706917
neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	eulertigs	31	na	zeros	14.41	0.09	14.30	99%	278204	0	0	14.419804
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	greedytigs	31	na	default	Command exited with non-zero status 120	0.55922	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	greedytigs	31	na	ones	13.20	0.09	13.08	99%	278204	55792	0	13.20556
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	greedytigs	31	na	runs	29.93	0.58	29.30	99%	2436948	0	0	29.941953
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	greedytigs	31	na	runsapprox	33.62	0.69	32.88	99%	2437100	0	0	33.624822
neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	greedytigs	31	na	zeros	10.58	0.07	10.49	99%	278204	0	0	10.590016
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	matchtigs	31	na	default	1.20	0.13	0.29	35%	93628	56688	0	1.265788
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	matchtigs	31	na	ones	12.30	0.10	12.17	99%	278212	55560	0	12.312495
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	matchtigs	31	na	runs	21.53	0.59	20.91	99%	2422692	0	0	21.536175
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	matchtigs	31	na	runsapprox	36.82	0.89	35.76	99%	2431288	0	0	36.826851
neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	matchtigs	31	na	zeros	11.25	0.08	11.15	99%	278212	0	0	11.26101
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_default	neisseria_gonorrhoeae.pangenome.k32	prophasm	31	na	default	Command exited with non-zero status 120	0.648847	na	na	na	na	na	na
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_ones	neisseria_gonorrhoeae.pangenome.k32	prophasm	31	na	ones	11.27	0.10	11.15	99%	278204	57560	0	11.274952
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_runs	neisseria_gonorrhoeae.pangenome.k32	prophasm	31	na	runs	35.78	0.75	34.99	99%	2415952	0	0	35.791709
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_runsapprox	neisseria_gonorrhoeae.pangenome.k32	prophasm	31	na	runsapprox	29.94	0.67	29.22	99%	2415948	0	0	29.946287
neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_zeros	neisseria_gonorrhoeae.pangenome.k32	prophasm	31	na	zeros	13.88	0.07	13.80	99%	278204	0	0	13.888482
salmonella_enterica.k32.S_eulertigs.k_8.d_na.M_default	salmonella_enterica.k32	eulertigs	8	na	default	0.05	0.01	0.03	96%	15876	0	0	0.063122
salmonella_enterica.k32.S_eulertigs.k_8.d_na.M_ones	salmonella_enterica.k32	eulertigs	8	na	ones	0.00	0.00	0.00	85%	4732	0	0	0.011015
salmonella_enterica.k32.S_eulertigs.k_8.d_na.M_runs	salmonella_enterica.k32	eulertigs	8	na	runs	0.01	0.00	0.01	93%	7848	0	0	0.018825
salmonella_enterica.k32.S_eulertigs.k_8.d_na.M_runsapprox	salmonella_enterica.k32	eulertigs	8	na	runsapprox	0.05	0.00	0.02	46%	7824	0	0	0.057606
salmonella_enterica.k32.S_eulertigs.k_8.d_na.M_zeros	salmonella_enterica.k32	eulertigs	8	na	zeros	0.00	0.00	0.00	100%	4732	0	0	0.008307
salmonella_enterica.k32.S_greedytigs.k_8.d_na.M_default	salmonella_enterica.k32	greedytigs	8	na	default	0.07	0.01	0.05	94%	15904	0	0	0.082735
salmonella_enterica.k32.S_greedytigs.k_8.d_na.M_ones	salmonella_enterica.k32	greedytigs	8	na	ones	0.00	0.00	0.00	100%	4732	0	0	0.011279
salmonella_enterica.k32.S_greedytigs.k_8.d_na.M_runs	salmonella_enterica.k32	greedytigs	8	na	runs	0.02	0.00	0.02	100%	7836	0	0	0.024257
salmonella_enterica.k32.S_greedytigs.k_8.d_na.M_runsapprox	salmonella_enterica.k32	greedytigs	8	na	runsapprox	0.02	0.00	0.02	95%	7824	0	0	0.029005
salmonella_enterica.k32.S_greedytigs.k_8.d_na.M_zeros	salmonella_enterica.k32	greedytigs	8	na	zeros	0.01	0.00	0.00	90%	4732	0	0	0.014304
salmonella_enterica.k32.S_prophasm.k_8.d_na.M_default	salmonella_enterica.k32	prophasm	8	na	default	0.05	0.01	0.03	96%	15896	0	0	0.059928
salmonella_enterica.k32.S_prophasm.k_8.d_na.M_ones	salmonella_enterica.k32	prophasm	8	na	ones	0.00	0.00	0.00	85%	4728	0	0	0.011606
salmonella_enterica.k32.S_prophasm.k_8.d_na.M_runs	salmonella_enterica.k32	prophasm	8	na	runs	0.02	0.00	0.02	100%	7840	0	0	0.024079
salmonella_enterica.k32.S_prophasm.k_8.d_na.M_runsapprox	salmonella_enterica.k32	prophasm	8	na	runsapprox	0.02	0.00	0.02	85%	7824	0	0	0.032873
salmonella_enterica.k32.S_prophasm.k_8.d_na.M_zeros	salmonella_enterica.k32	prophasm	8	na	zeros	0.01	0.00	0.00	100%	4728	0	0	0.014367
salmonella_enterica.k32.S_eulertigs.k_9.d_na.M_default	salmonella_enterica.k32	eulertigs	9	na	default	0.05	0.02	0.02	96%	16356	0	0	0.058076
salmonella_enterica.k32.S_eulertigs.k_9.d_na.M_ones	salmonella_enterica.k32	eulertigs	9	na	ones	0.03	0.00	0.02	93%	6320	264	0	0.033459
salmonella_enterica.k32.S_eulertigs.k_9.d_na.M_runs	salmonella_enterica.k32	eulertigs	9	na	runs	0.05	0.00	0.04	100%	18120	0	0	0.054428
salmonella_enterica.k32.S_eulertigs.k_9.d_na.M_runsapprox	salmonella_enterica.k32	eulertigs	9	na	runsapprox	0.10	0.02	0.06	79%	18060	0	0	0.122201
salmonella_enterica.k32.S_eulertigs.k_9.d_na.M_zeros	salmonella_enterica.k32	eulertigs	9	na	zeros	0.02	0.00	0.01	96%	6320	0	0	0.028407
salmonella_enterica.k32.S_greedytigs.k_9.d_na.M_default	salmonella_enterica.k32	greedytigs	9	na	default	0.06	0.01	0.04	95%	16356	0	0	0.07012
salmonella_enterica.k32.S_greedytigs.k_9.d_na.M_ones	salmonella_enterica.k32	greedytigs	9	na	ones	0.03	0.00	0.02	64%	6320	264	0	0.043401
salmonella_enterica.k32.S_greedytigs.k_9.d_na.M_runs	salmonella_enterica.k32	greedytigs	9	na	runs	0.05	0.01	0.03	96%	18120	0	0	0.055583
salmonella_enterica.k32.S_greedytigs.k_9.d_na.M_runsapprox	salmonella_enterica.k32	greedytigs	9	na	runsapprox	0.08	0.01	0.06	96%	18060	0	0	0.087616
salmonella_enterica.k32.S_greedytigs.k_9.d_na.M_zeros	salmonella_enterica.k32	greedytigs	9	na	zeros	0.02	0.00	0.02	100%	6320	0	0	0.027587
salmonella_enterica.k32.S_prophasm.k_9.d_na.M_default	salmonella_enterica.k32	prophasm	9	na	default	0.05	0.00	0.04	94%	16176	0	0	0.063266
salmonella_enterica.k32.S_prophasm.k_9.d_na.M_ones	salmonella_enterica.k32	prophasm	9	na	ones	0.02	0.00	0.02	92%	6320	272	0	0.030168
salmonella_enterica.k32.S_prophasm.k_9.d_na.M_runs	salmonella_enterica.k32	prophasm	9	na	runs	0.06	0.01	0.04	98%	18128	0	0	0.066994
salmonella_enterica.k32.S_prophasm.k_9.d_na.M_runsapprox	salmonella_enterica.k32	prophasm	9	na	runsapprox	0.09	0.02	0.06	91%	18060	0	0	0.11455
salmonella_enterica.k32.S_prophasm.k_9.d_na.M_zeros	salmonella_enterica.k32	prophasm	9	na	zeros	0.02	0.00	0.02	96%	6320	0	0	0.030538
salmonella_enterica.k32.S_eulertigs.k_10.d_na.M_default	salmonella_enterica.k32	eulertigs	10	na	default	0.06	0.01	0.04	93%	17320	0	0	0.06893
salmonella_enterica.k32.S_eulertigs.k_10.d_na.M_ones	salmonella_enterica.k32	eulertigs	10	na	ones	0.11	0.00	0.09	87%	12712	304	0	0.11885
salmonella_enterica.k32.S_eulertigs.k_10.d_na.M_runs	salmonella_enterica.k32	eulertigs	10	na	runs	0.30	0.02	0.25	93%	71756	736	0	0.306255
salmonella_enterica.k32.S_eulertigs.k_10.d_na.M_runsapprox	salmonella_enterica.k32	eulertigs	10	na	runsapprox	0.40	0.03	0.34	93%	71700	0	0	0.417609
salmonella_enterica.k32.S_eulertigs.k_10.d_na.M_zeros	salmonella_enterica.k32	eulertigs	10	na	zeros	0.07	0.00	0.07	97%	12712	0	0	0.082662
salmonella_enterica.k32.S_greedytigs.k_10.d_na.M_default	salmonella_enterica.k32	greedytigs	10	na	default	0.05	0.01	0.04	94%	17808	0	0	0.067531
salmonella_enterica.k32.S_greedytigs.k_10.d_na.M_ones	salmonella_enterica.k32	greedytigs	10	na	ones	0.07	0.00	0.06	100%	12712	0	0	0.079988
salmonella_enterica.k32.S_greedytigs.k_10.d_na.M_runs	salmonella_enterica.k32	greedytigs	10	na	runs	0.23	0.01	0.21	99%	71720	0	0	0.240305
salmonella_enterica.k32.S_greedytigs.k_10.d_na.M_runsapprox	salmonella_enterica.k32	greedytigs	10	na	runsapprox	0.41	0.04	0.33	91%	71648	0	0	0.429697
