genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	tigs_ns	tigs_cl	enc0_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
neisseria_gonorrhoeae.pangenome.k32	18	eulertigs	eulertigs	na	na	zeros	24216225	27252782	24216225	3036557	240392	6873948	502712	7376660	7521204	178621	27252782	7077748	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_18.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	18	greedy	glob-greedy	HT	na	default	24216225	25258886	24216225	1042661	178759	6340636	426320	6766956	6802116	na	na	na	1328032000	148.6	126.57	1.25	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_18.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	18	greedy	glob-greedy	HT	na	ones	24216225	25258886	24483946	774940	103618	6340636	261332	6601968	6645844	na	na	na	1328032000	148.6	126.57	1.25	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_18.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	greedy	glob-greedy	HT	na	runs	24216225	25258886	24481790	777096	102026	6340636	258632	6599268	6644164	na	na	na	1328032000	148.6	126.57	1.25	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_18.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	greedytigs	greedytigs	na	na	default	24216225	26068155	24797201	1270954	74762	6492396	174272	6666668	6776724	74762	26068155	6589172	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	18	greedytigs	greedytigs	na	na	ones	24216225	26068155	24843895	1224260	77038	6492396	196436	6688832	6775464	74762	26068155	6589172	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	greedytigs	greedytigs	na	na	runs	24216225	26068155	24840724	1227431	74760	6492396	191320	6683716	6772708	74762	26068155	6589172	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	greedytigs	greedytigs	na	na	zeros	24216225	26068155	24216225	1851930	200286	6492396	451800	6944196	7048048	74762	26068155	6589172	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_18.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	1	default	24216225	27253955	24216225	3037730	178690	6798244	291404	7089648	7287648	na	na	na	5691820000	187.19	160.07	3.77	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_1	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_1.M_default
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	1	ones	24216225	27253955	24364022	2889933	188951	6798244	356524	7154768	7304192	na	na	na	5691820000	187.19	160.07	3.77	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_1	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_1.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	1	runs	24216225	27253955	24347986	2905969	178405	6798244	337252	7135496	7291520	na	na	na	5691820000	187.19	160.07	3.77	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_1	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_1.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	2	default	24216225	26717777	24216225	2501552	183808	6670420	316812	6987232	7137640	na	na	na	5691820000	210.94	179.73	4.38	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_2	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_2.M_default
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	2	ones	24216225	26717777	24359428	2358349	154836	6670420	289672	6960092	7096508	na	na	na	5691820000	210.94	179.73	4.38	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_2	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_2.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	2	runs	24216225	26717777	24350021	2367756	148395	6670420	277068	6947488	7090496	na	na	na	5691820000	210.94	179.73	4.38	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_2	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_2.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	3	default	24216225	26522946	24216225	2306721	190398	6621128	336396	6957524	7093004	na	na	na	5691820000	206.36	175.48	3.49	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_3	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_3.M_default
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	3	ones	24216225	26522946	24375429	2147517	145754	6621128	274340	6895468	7025088	na	na	na	5691820000	206.36	175.48	3.49	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_3	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_3.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	3	runs	24216225	26522946	24368205	2154741	140766	6621128	264664	6885792	7019076	na	na	na	5691820000	206.36	175.48	3.49	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_3	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_3.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	4	default	24216225	26390267	24216225	2174042	203020	6595364	364612	6959976	7073736	na	na	na	5691820000	192.7	166.48	2.75	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_4	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_4.M_default
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	4	ones	24216225	26390267	24406029	1984238	145827	6595364	279772	6875136	6980004	na	na	na	5691820000	192.7	166.48	2.75	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_4	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_4.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	4	runs	24216225	26390267	24399893	1990374	141557	6595364	272344	6867708	6976068	na	na	na	5691820000	192.7	166.48	2.75	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_4	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_4.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	5	default	24216225	26405792	24216225	2189567	227437	6605612	410164	7015776	7121896	na	na	na	5691820000	234.08	204.93	3.85	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_5	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_5.M_default
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	5	ones	24216225	26405792	24430450	1975342	165395	6605612	319900	6925512	7021572	na	na	na	5691820000	234.08	204.93	3.85	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_5	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_5.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	local	local	na	5	runs	24216225	26405792	24424453	1981339	161188	6605612	313236	6918848	7017680	na	na	na	5691820000	234.08	204.93	3.85	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_5	neisseria_gonorrhoeae.pangenome.k32.S_local.k_18.d_5.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	matchtigs	matchtigs	na	na	default	24216225	25988518	24683496	1305022	76766	6485912	175016	6660928	6778928	76766	25988518	6589404	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	18	matchtigs	matchtigs	na	na	ones	24216225	25988518	24731485	1257033	79045	6485912	198040	6683952	6778608	76766	25988518	6589404	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	matchtigs	matchtigs	na	na	runs	24216225	25988518	24728341	1260177	76766	6485912	192844	6678756	6777436	76766	25988518	6589404	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	matchtigs	matchtigs	na	na	zeros	24216225	25988518	24216225	1772293	200563	6485912	447928	6933840	7028640	76766	25988518	6589404	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_18.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	18	prophasm	prophasm	na	na	default	24216225	27253836	24216225	3037611	178683	6811464	307200	7118664	7316664	178683	27253836	6959748	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	18	prophasm	prophasm	na	na	ones	24216225	27253836	24369314	2884522	189882	6811464	375984	7187448	7333224	178683	27253836	6959748	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	18	prophasm	prophasm	na	na	runs	24216225	27253836	24351520	2902316	178336	6811464	354788	7166252	7320692	178683	27253836	6959748	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	18	prophasm	prophasm	na	na	zeros	24216225	27253836	24216225	3037611	187767	6811464	332884	7144348	7331316	178683	27253836	6959748	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_18.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	31	eulertigs	eulertigs	na	na	default	25678674	29467794	25678674	3789120	126304	6883356	225984	7109340	7515948	126304	29467794	7015464	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	31	eulertigs	eulertigs	na	na	ones	25678674	29467794	25754519	3713275	126638	6883356	265424	7148780	7525268	126304	29467794	7015464	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	eulertigs	eulertigs	na	na	runs	25678674	29467794	25753897	3713897	126258	6883356	264544	7147900	7521876	126304	29467794	7015464	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	eulertigs	eulertigs	na	na	zeros	25678674	29467794	25678674	3789120	152512	6883356	301884	7185240	7573924	126304	29467794	7015464	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_eulertigs.k_31.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	31	greedy	glob-greedy	HT	na	default	25678674	27750404	25678674	2071730	126389	6492984	309820	6802804	7061072	na	na	na	1408008000	161.34	135.55	1.51	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_31.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	31	greedy	glob-greedy	HT	na	ones	25678674	27750404	26074023	1676381	82838	6492984	229708	6722692	6916652	na	na	na	1408008000	161.34	135.55	1.51	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_31.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	greedy	glob-greedy	HT	na	runs	25678674	27750404	26073495	1676909	82636	6492984	229260	6722244	6920136	na	na	na	1408008000	161.34	135.55	1.51	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedy.k_31.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	greedytigs	greedytigs	na	na	default	25678674	28565458	26415958	2149500	71650	6614120	165352	6779472	7022940	71650	28565458	6691940	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	31	greedytigs	greedytigs	na	na	ones	25678674	28565458	26452749	2112709	71862	6614120	184512	6798632	7022776	71650	28565458	6691940	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	greedytigs	greedytigs	na	na	runs	25678674	28565458	26452447	2113011	71650	6614120	183924	6798044	7020300	71650	28565458	6691940	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	greedytigs	greedytigs	na	na	zeros	25678674	28565458	25678674	2886784	138042	6614120	303860	6917980	7245528	71650	28565458	6691940	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_greedytigs.k_31.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	1	default	25678674	29468754	25678674	3790080	126336	6763932	191756	6955688	7337492	na	na	na	7298368000	196.78	177.09	3.74	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_1	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_1.M_default
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	1	ones	25678674	29468754	25754591	3714163	126689	6763932	229144	6993076	7342100	na	na	na	7298368000	196.78	177.09	3.74	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_1	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_1.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	1	runs	25678674	29468754	25753847	3714907	126257	6763932	228284	6992216	7342972	na	na	na	7298368000	196.78	177.09	3.74	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_1	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_1.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	2	default	25678674	29324814	25678674	3646140	127019	6737912	196692	6934604	7306900	na	na	na	7298464000	200.62	179.16	4.07	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_2	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_2.M_default
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	2	ones	25678674	29324814	25755283	3569531	122213	6737912	223492	6961404	7304196	na	na	na	7298464000	200.62	179.16	4.07	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_2	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_2.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	2	runs	25678674	29324814	25754845	3569969	121966	6737912	222880	6960792	7307160	na	na	na	7298464000	200.62	179.16	4.07	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_2	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_2.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	3	default	25678674	29161475	25678674	3482801	127480	6706844	201300	6908144	7264400	na	na	na	7298400000	200.92	180.11	3.31	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_3	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_3.M_default
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	3	ones	25678674	29161475	25763058	3398417	116757	6706844	216284	6923128	7253716	na	na	na	7298400000	200.92	180.11	3.31	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_3	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_3.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	3	runs	25678674	29161475	25762731	3398744	116562	6706844	215820	6922664	7251844	na	na	na	7298400000	200.92	180.11	3.31	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_3	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_3.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	4	default	25678674	29073859	25678674	3395185	127956	6695600	204884	6900484	7249400	na	na	na	7298464000	211.76	185.64	8.49	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_4	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_4.M_default
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	4	ones	25678674	29073859	25771079	3302780	113997	6695600	213156	6908756	7231452	na	na	na	7298464000	211.76	185.64	8.49	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_4	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_4.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	4	runs	25678674	29073859	25770764	3303095	113808	6695600	212692	6908292	7231300	na	na	na	7298464000	211.76	185.64	8.49	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_4	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_4.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	5	default	25678674	28993623	25678674	3314949	128360	6678340	208268	6886608	7226712	na	na	na	7298596000	213.34	193.06	3.28	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_5	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_5.M_default
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	5	ones	25678674	28993623	25782035	3211588	111423	6678340	210412	6888752	7200772	na	na	na	7298596000	213.34	193.06	3.28	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_5	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_5.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	local	local	na	5	runs	25678674	28993623	25781727	3211896	111246	6678340	210004	6888344	7201056	na	na	na	7298596000	213.34	193.06	3.28	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_5	neisseria_gonorrhoeae.pangenome.k32.S_local.k_31.d_5.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	matchtigs	matchtigs	na	na	default	25678674	28442754	26226294	2216460	73882	6620324	167528	6787852	7034896	73882	28442754	6706424	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	31	matchtigs	matchtigs	na	na	ones	25678674	28442754	26263990	2178764	74081	6620324	187088	6807412	7035200	73882	28442754	6706424	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	matchtigs	matchtigs	na	na	runs	25678674	28442754	26263702	2179052	73882	6620324	186520	6806844	7035472	73882	28442754	6706424	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	matchtigs	matchtigs	na	na	zeros	25678674	28442754	25678674	2764080	140414	6620324	304524	6924848	7228624	73882	28442754	6706424	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_matchtigs.k_31.d_na.M_zeros
neisseria_gonorrhoeae.pangenome.k32	31	prophasm	prophasm	na	na	default	25678674	29468994	25678674	3790320	126344	6761928	195692	6957620	7336000	126344	29468994	6844208	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_default
neisseria_gonorrhoeae.pangenome.k32	31	prophasm	prophasm	na	na	ones	25678674	29468994	25755361	3713633	126688	6761928	232264	6994192	7341408	126344	29468994	6844208	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_ones
neisseria_gonorrhoeae.pangenome.k32	31	prophasm	prophasm	na	na	runs	25678674	29468994	25754638	3714356	126256	6761928	231548	6993476	7342484	126344	29468994	6844208	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_runs
neisseria_gonorrhoeae.pangenome.k32	31	prophasm	prophasm	na	na	zeros	25678674	29468994	25678674	3790320	127006	6761928	199052	6960980	7335108	126344	29468994	6844208	na	na	na	na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na	neisseria_gonorrhoeae.pangenome.k32.S_prophasm.k_31.d_na.M_zeros
salmonella_enterica.k32	18	eulertigs	eulertigs	na	na	default	76565659	104624091	76565659	28058432	1650496	25602576	2466396	28068972	29683152	1650496	104624091	27204808	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_18.d_na	salmonella_enterica.k32.S_eulertigs.k_18.d_na.M_default
salmonella_enterica.k32	18	eulertigs	eulertigs	na	na	ones	76565659	104624091	77960320	26663771	1767035	25602576	3093948	28696524	29908316	1650496	104624091	27204808	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_18.d_na	salmonella_enterica.k32.S_eulertigs.k_18.d_na.M_ones
salmonella_enterica.k32	18	eulertigs	eulertigs	na	na	runs	76565659	104624091	77795715	26828376	1649156	25602576	2879900	28482476	29721012	1650496	104624091	27204808	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_18.d_na	salmonella_enterica.k32.S_eulertigs.k_18.d_na.M_runs
salmonella_enterica.k32	18	eulertigs	eulertigs	na	na	zeros	76565659	104624091	76565659	28058432	2470029	25602576	3977500	29580076	30951740	1650496	104624091	27204808	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_18.d_na	salmonella_enterica.k32.S_eulertigs.k_18.d_na.M_zeros
salmonella_enterica.k32	18	greedy	glob-greedy	HT	na	default	76565659	85049952	76565659	8484293	1650745	20019612	3061588	23081200	23871484	na	na	na	4189780000	470.54	391.51	3.09	salmonella_enterica.k32.S_greedy.k_18.d_na	salmonella_enterica.k32.S_greedy.k_18.d_na.M_default
salmonella_enterica.k32	18	greedy	glob-greedy	HT	na	ones	76565659	85049952	78903861	6146091	1013561	20019612	2212668	22232280	22590912	na	na	na	4189780000	470.54	391.51	3.09	salmonella_enterica.k32.S_greedy.k_18.d_na	salmonella_enterica.k32.S_greedy.k_18.d_na.M_ones
salmonella_enterica.k32	18	greedy	glob-greedy	HT	na	runs	76565659	85049952	78880676	6169276	995376	20019612	2184776	22204388	22573420	na	na	na	4189780000	470.54	391.51	3.09	salmonella_enterica.k32.S_greedy.k_18.d_na	salmonella_enterica.k32.S_greedy.k_18.d_na.M_runs
salmonella_enterica.k32	18	greedytigs	greedytigs	na	na	default	76565659	94027266	84618242	9409024	553472	21235916	1273780	22509696	23217580	553472	94027266	21845796	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_18.d_na	salmonella_enterica.k32.S_greedytigs.k_18.d_na.M_default
salmonella_enterica.k32	18	greedytigs	greedytigs	na	na	ones	76565659	94027266	85045618	8981648	585807	21235916	1464248	22700164	23278132	553472	94027266	21845796	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_18.d_na	salmonella_enterica.k32.S_greedytigs.k_18.d_na.M_ones
salmonella_enterica.k32	18	greedytigs	greedytigs	na	na	runs	76565659	94027266	85001260	9026006	553454	21235916	1401452	22637368	23232016	553472	94027266	21845796	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_18.d_na	salmonella_enterica.k32.S_greedytigs.k_18.d_na.M_runs
salmonella_enterica.k32	18	greedytigs	greedytigs	na	na	zeros	76565659	94027266	76565659	17461607	1944658	21235916	3552396	24788312	26597304	553472	94027266	21845796	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_18.d_na	salmonella_enterica.k32.S_greedytigs.k_18.d_na.M_zeros
salmonella_enterica.k32	18	local	local	na	1	default	76565659	104626080	76565659	28060421	1650613	24914472	2167776	27082248	28885740	na	na	na	21148760000	716.81	625.29	13.99	salmonella_enterica.k32.S_local.k_18.d_1	salmonella_enterica.k32.S_local.k_18.d_1.M_default
salmonella_enterica.k32	18	local	local	na	1	ones	76565659	104626080	77957215	26668865	1767003	24914472	2795252	27709724	29112844	na	na	na	21148760000	716.81	625.29	13.99	salmonella_enterica.k32.S_local.k_18.d_1	salmonella_enterica.k32.S_local.k_18.d_1.M_ones
salmonella_enterica.k32	18	local	local	na	1	runs	76565659	104626080	77788945	26837135	1647470	24914472	2579568	27494040	28951932	na	na	na	21148760000	716.81	625.29	13.99	salmonella_enterica.k32.S_local.k_18.d_1	salmonella_enterica.k32.S_local.k_18.d_1.M_runs
salmonella_enterica.k32	18	local	local	na	2	default	76565659	100694854	76565659	24129195	1717835	23872704	2370656	26243360	27863628	na	na	na	21147792000	785.66	675.8	17.28	salmonella_enterica.k32.S_local.k_18.d_2	salmonella_enterica.k32.S_local.k_18.d_2.M_default
salmonella_enterica.k32	18	local	local	na	2	ones	76565659	100694854	77970996	22723858	1531586	23872704	2496120	26368824	27637124	na	na	na	21147792000	785.66	675.8	17.28	salmonella_enterica.k32.S_local.k_18.d_2	salmonella_enterica.k32.S_local.k_18.d_2.M_ones
salmonella_enterica.k32	18	local	local	na	2	runs	76565659	100694854	77846985	22847869	1441608	23872704	2331336	26204040	27514656	na	na	na	21147792000	785.66	675.8	17.28	salmonella_enterica.k32.S_local.k_18.d_2	salmonella_enterica.k32.S_local.k_18.d_2.M_runs
salmonella_enterica.k32	18	local	local	na	3	default	76565659	98953894	76565659	22388235	1846059	23444648	2606792	26051440	27565216	na	na	na	21148616000	802.47	693.2	15.49	salmonella_enterica.k32.S_local.k_18.d_3	salmonella_enterica.k32.S_local.k_18.d_3.M_default
salmonella_enterica.k32	18	local	local	na	3	ones	76565659	98953894	78169411	20784483	1505508	23444648	2495412	25940060	27071244	na	na	na	21148616000	802.47	693.2	15.49	salmonella_enterica.k32.S_local.k_18.d_3	salmonella_enterica.k32.S_local.k_18.d_3.M_ones
