genome	rate	S_alg	k	d	M_alg	M_compr_alg	kmer_count	l	o	z	r	S_xz_bytes	M_compr_bytes	enc1_compr_bytes	enc2_xz_bytes	pref
escherichia_coli.k32	0.000000001	local	13	5	default	xz	1	13	1	12	1	80	76	156	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.000000001	local	13	5	ones	EliasFano	1	13	1	12	1	80	8	88	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.000000001	local	13	5	ones	bzip	1	13	1	12	1	80	41	121	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.000000001	local	13	5	ones	rrr	1	13	1	12	1	80	91	171	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.000000001	local	13	5	ones	xz	1	13	1	12	1	80	76	156	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.000000001	local	13	5	runs	EliasFano	1	13	1	12	1	80	8	88	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.000000001	local	13	5	runs	bzip	1	13	1	12	1	80	41	121	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.000000001	local	13	5	runs	rrr	1	13	1	12	1	80	91	171	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.000000001	local	13	5	runs	xz	1	13	1	12	1	80	76	156	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.000000001	local	13	5	runsapprox	EliasFano	1	13	1	12	1	80	8	88	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.000000001	local	13	5	runsapprox	bzip	1	13	1	12	1	80	41	121	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.000000001	local	13	5	runsapprox	rrr	1	13	1	12	1	80	91	171	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.000000001	local	13	5	runsapprox	xz	1	13	1	12	1	80	76	156	80	escherichia_coli.k32.r_0.000000001.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.0001	local	13	5	default	EliasFano	2843	34396	2843	31553	2843	9968	3096	13064	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.0001	local	13	5	default	bzip	2843	34396	2843	31553	2843	9968	382	10350	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.0001	local	13	5	default	rrr	2843	34396	2843	31553	2843	9968	1947	11915	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.0001	local	13	5	default	xz	2843	34396	2843	31553	2843	9968	672	10640	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.0001	local	13	5	ones	EliasFano	2843	34396	2845	31551	2845	9968	3096	13064	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.0001	local	13	5	ones	bzip	2843	34396	2845	31551	2845	9968	385	10353	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.0001	local	13	5	ones	rrr	2843	34396	2845	31551	2845	9968	1947	11915	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.0001	local	13	5	ones	xz	2843	34396	2845	31551	2845	9968	684	10652	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.0001	local	13	5	runs	EliasFano	2843	34396	2843	31553	2843	9968	3096	13064	11872	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.0001	local	13	5	runs	bzip	2843	34396	2843	31553	2843	9968	388	10356	11872	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.0001	local	13	5	runs	rrr	2843	34396	2843	31553	2843	9968	1947	11915	11872	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.0001	local	13	5	runs	xz	2843	34396	2843	31553	2843	9968	676	10644	11872	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.0001	local	13	5	runsapprox	EliasFano	2843	34396	2845	31551	2845	9968	3096	13064	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.0001	local	13	5	runsapprox	bzip	2843	34396	2845	31551	2845	9968	385	10353	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.0001	local	13	5	runsapprox	rrr	2843	34396	2845	31551	2845	9968	1947	11915	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.0001	local	13	5	runsapprox	xz	2843	34396	2845	31551	2845	9968	684	10652	11876	escherichia_coli.k32.r_0.0001.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.001	local	13	5	default	EliasFano	28433	242525	28433	214092	28365	67528	26704	94232	82588	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.001	local	13	5	default	bzip	28433	242525	28433	214092	28365	67528	6973	74501	82588	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.001	local	13	5	default	rrr	28433	242525	28433	214092	28365	67528	16411	83939	82588	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.001	local	13	5	default	xz	28433	242525	28433	214092	28365	67528	9440	76968	82588	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.001	local	13	5	ones	EliasFano	28433	242525	28483	214042	28407	67528	26720	94248	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.001	local	13	5	ones	bzip	28433	242525	28483	214042	28407	67528	7098	74626	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.001	local	13	5	ones	rrr	28433	242525	28483	214042	28407	67528	16427	83955	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.001	local	13	5	ones	xz	28433	242525	28483	214042	28407	67528	9544	77072	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.001	local	13	5	runs	EliasFano	28433	242525	28437	214088	28361	67528	26704	94232	82308	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.001	local	13	5	runs	bzip	28433	242525	28437	214088	28361	67528	7074	74602	82308	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.001	local	13	5	runs	rrr	28433	242525	28437	214088	28361	67528	16411	83939	82308	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.001	local	13	5	runs	xz	28433	242525	28437	214088	28361	67528	9492	77020	82308	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.001	local	13	5	runsapprox	EliasFano	28433	242525	28483	214042	28407	67528	26720	94248	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.001	local	13	5	runsapprox	bzip	28433	242525	28483	214042	28407	67528	7098	74626	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.001	local	13	5	runsapprox	rrr	28433	242525	28483	214042	28407	67528	16427	83955	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.001	local	13	5	runsapprox	xz	28433	242525	28483	214042	28407	67528	9544	77072	82644	escherichia_coli.k32.r_0.001.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.01	local	13	5	default	EliasFano	284337	1365307	284337	1080970	278516	368404	180520	548924	470360	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.01	local	13	5	default	bzip	284337	1365307	284337	1080970	278516	368404	89983	458387	470360	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.01	local	13	5	default	rrr	284337	1365307	284337	1080970	278516	368404	125755	494159	470360	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.01	local	13	5	default	xz	284337	1365307	284337	1080970	278516	368404	84328	452732	470360	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.01	local	13	5	ones	EliasFano	284337	1365307	286823	1078484	280425	368404	180544	548948	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.01	local	13	5	ones	bzip	284337	1365307	286823	1078484	280425	368404	93612	462016	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.01	local	13	5	ones	rrr	284337	1365307	286823	1078484	280425	368404	126579	494983	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.01	local	13	5	ones	xz	284337	1365307	286823	1078484	280425	368404	87544	455948	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.01	local	13	5	runs	EliasFano	284337	1365307	284402	1080905	278015	368404	180512	548916	470468	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.01	local	13	5	runs	bzip	284337	1365307	284402	1080905	278015	368404	91428	459832	470468	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.01	local	13	5	runs	rrr	284337	1365307	284402	1080905	278015	368404	125811	494215	470468	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.01	local	13	5	runs	xz	284337	1365307	284402	1080905	278015	368404	85576	453980	470468	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.01	local	13	5	runsapprox	EliasFano	284337	1365307	286823	1078484	280425	368404	180544	548948	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.01	local	13	5	runsapprox	bzip	284337	1365307	286823	1078484	280425	368404	93612	462016	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.01	local	13	5	runsapprox	rrr	284337	1365307	286823	1078484	280425	368404	126579	494983	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.01	local	13	5	runsapprox	xz	284337	1365307	286823	1078484	280425	368404	87544	455948	471612	escherichia_coli.k32.r_0.01.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.05	local	13	5	default	EliasFano	1421689	4657138	1421689	3235449	1285178	1245532	622728	1868260	1657852	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.05	local	13	5	default	bzip	1421689	4657138	1421689	3235449	1285178	1245532	449167	1694699	1657852	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.05	local	13	5	default	rrr	1421689	4657138	1421689	3235449	1285178	1245532	506171	1751703	1657852	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.05	local	13	5	default	xz	1421689	4657138	1421689	3235449	1285178	1245532	387872	1633404	1657852	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.05	local	13	5	ones	EliasFano	1421689	4657138	1461516	3195622	1307409	1245532	622976	1868508	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.05	local	13	5	ones	bzip	1421689	4657138	1461516	3195622	1307409	1245532	482575	1728107	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.05	local	13	5	ones	rrr	1421689	4657138	1461516	3195622	1307409	1245532	516387	1761919	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.05	local	13	5	ones	xz	1421689	4657138	1461516	3195622	1307409	1245532	416084	1661616	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.05	local	13	5	runs	EliasFano	1421689	4657138	1427255	3229883	1273918	1245532	622600	1868132	1673724	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.05	local	13	5	runs	bzip	1421689	4657138	1427255	3229883	1273918	1245532	468873	1714405	1673724	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.05	local	13	5	runs	rrr	1421689	4657138	1427255	3229883	1273918	1245532	508483	1754015	1673724	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.05	local	13	5	runs	xz	1421689	4657138	1427255	3229883	1273918	1245532	406776	1652308	1673724	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.05	local	13	5	runsapprox	EliasFano	1421689	4657138	1461516	3195622	1307409	1245532	622976	1868508	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.05	local	13	5	runsapprox	bzip	1421689	4657138	1461516	3195622	1307409	1245532	482575	1728107	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.05	local	13	5	runsapprox	rrr	1421689	4657138	1461516	3195622	1307409	1245532	516387	1761919	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.05	local	13	5	runsapprox	xz	1421689	4657138	1461516	3195622	1307409	1245532	416084	1661616	1678172	escherichia_coli.k32.r_0.05.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.1	local	13	5	default	EliasFano	2843378	7751599	2843378	4908221	2328888	2064996	1038632	3103628	2807324	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.1	local	13	5	default	bzip	2843378	7751599	2843378	4908221	2328888	2064996	842484	2907480	2807324	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.1	local	13	5	default	rrr	2843378	7751599	2843378	4908221	2328888	2064996	887355	2952351	2807324	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.1	local	13	5	default	xz	2843378	7751599	2843378	4908221	2328888	2064996	724456	2789452	2807324	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.1	local	13	5	ones	EliasFano	2843378	7751599	2977639	4773960	2387127	2064996	1039288	3104284	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.1	local	13	5	ones	bzip	2843378	7751599	2977639	4773960	2387127	2064996	919894	2984890	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.1	local	13	5	ones	rrr	2843378	7751599	2977639	4773960	2387127	2064996	915059	2980055	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.1	local	13	5	ones	xz	2843378	7751599	2977639	4773960	2387127	2064996	794248	2859244	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.1	local	13	5	runs	EliasFano	2843378	7751599	2879457	4872142	2293516	2064996	1038232	3103228	2854520	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.1	local	13	5	runs	bzip	2843378	7751599	2879457	4872142	2293516	2064996	895010	2960006	2854520	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.1	local	13	5	runs	rrr	2843378	7751599	2879457	4872142	2293516	2064996	896659	2961655	2854520	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.1	local	13	5	runs	xz	2843378	7751599	2879457	4872142	2293516	2064996	778088	2843084	2854520	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.1	local	13	5	runsapprox	EliasFano	2843378	7751599	2977639	4773960	2387127	2064996	1039288	3104284	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.1	local	13	5	runsapprox	bzip	2843378	7751599	2977639	4773960	2387127	2064996	919894	2984890	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.1	local	13	5	runsapprox	rrr	2843378	7751599	2977639	4773960	2387127	2064996	915059	2980055	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.1	local	13	5	runsapprox	xz	2843378	7751599	2977639	4773960	2387127	2064996	794248	2859244	2862252	escherichia_coli.k32.r_0.1.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.2	local	13	5	default	EliasFano	5686756	12634404	5686756	6947648	3849100	3334060	1698440	5032500	4630396	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.2	local	13	5	default	bzip	5686756	12634404	5686756	6947648	3849100	3334060	1508775	4842835	4630396	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.2	local	13	5	default	rrr	5686756	12634404	5686756	6947648	3849100	3334060	1478371	4812431	4630396	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.2	local	13	5	default	xz	5686756	12634404	5686756	6947648	3849100	3334060	1287700	4621760	4630396	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.2	local	13	5	ones	EliasFano	5686756	12634404	6132109	6502295	3957156	3334060	1699704	5033764	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.2	local	13	5	ones	bzip	5686756	12634404	6132109	6502295	3957156	3334060	1677801	5011861	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.2	local	13	5	ones	rrr	5686756	12634404	6132109	6502295	3957156	3334060	1540403	4874463	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.2	local	13	5	ones	xz	5686756	12634404	6132109	6502295	3957156	3334060	1434600	4768660	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.2	local	13	5	runs	EliasFano	5686756	12634404	5890369	6744035	3738802	3334060	1697144	5031204	4745272	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.2	local	13	5	runs	bzip	5686756	12634404	5890369	6744035	3738802	3334060	1635105	4969165	4745272	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.2	local	13	5	runs	rrr	5686756	12634404	5890369	6744035	3738802	3334060	1507499	4841559	4745272	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.2	local	13	5	runs	xz	5686756	12634404	5890369	6744035	3738802	3334060	1413632	4747692	4745272	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.2	local	13	5	runsapprox	EliasFano	5686756	12634404	6132109	6502295	3957156	3334060	1699704	5033764	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.2	local	13	5	runsapprox	bzip	5686756	12634404	6132109	6502295	3957156	3334060	1677801	5011861	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.2	local	13	5	runsapprox	rrr	5686756	12634404	6132109	6502295	3957156	3334060	1540403	4874463	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.2	local	13	5	runsapprox	xz	5686756	12634404	6132109	6502295	3957156	3334060	1434600	4768660	4752748	escherichia_coli.k32.r_0.2.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.3	local	13	5	default	EliasFano	8530134	16678379	8530134	8148245	4815866	4389412	2238960	6628372	6111496	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.3	local	13	5	default	bzip	8530134	16678379	8530134	8148245	4815866	4389412	2045960	6435372	6111496	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.3	local	13	5	default	rrr	8530134	16678379	8530134	8148245	4815866	4389412	1921147	6310559	6111496	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.3	local	13	5	default	xz	8530134	16678379	8530134	8148245	4815866	4389412	1738568	6127980	6111496	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.3	local	13	5	ones	EliasFano	8530134	16678379	9433894	7244485	4896106	4389412	2239896	6629308	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.3	local	13	5	ones	bzip	8530134	16678379	9433894	7244485	4896106	4389412	2283087	6672499	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.3	local	13	5	ones	rrr	8530134	16678379	9433894	7244485	4896106	4389412	1999987	6389399	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.3	local	13	5	ones	xz	8530134	16678379	9433894	7244485	4896106	4389412	1938916	6328328	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.3	local	13	5	runs	EliasFano	8530134	16678379	9056773	7621606	4577198	4389412	2236160	6625572	6275760	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.3	local	13	5	runs	bzip	8530134	16678379	9056773	7621606	4577198	4389412	2225123	6614535	6275760	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.3	local	13	5	runs	rrr	8530134	16678379	9056773	7621606	4577198	4389412	1961867	6351279	6275760	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.3	local	13	5	runs	xz	8530134	16678379	9056773	7621606	4577198	4389412	1917884	6307296	6275760	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runs.C_xz
escherichia_coli.k32	0.3	local	13	5	runsapprox	EliasFano	8530134	16678379	9433894	7244485	4896106	4389412	2239896	6629308	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runsapprox.C_EliasFano
escherichia_coli.k32	0.3	local	13	5	runsapprox	bzip	8530134	16678379	9433894	7244485	4896106	4389412	2283087	6672499	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runsapprox.C_bzip
escherichia_coli.k32	0.3	local	13	5	runsapprox	rrr	8530134	16678379	9433894	7244485	4896106	4389412	1999987	6389399	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runsapprox.C_rrr
escherichia_coli.k32	0.3	local	13	5	runsapprox	xz	8530134	16678379	9433894	7244485	4896106	4389412	1938916	6328328	6279068	escherichia_coli.k32.r_0.3.S_local.k_13.d_5.M_runsapprox.C_xz
escherichia_coli.k32	0.4	local	13	5	default	EliasFano	11373512	20166326	11373512	8792814	5365902	5295372	2709376	8004748	7333664	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_default.C_EliasFano
escherichia_coli.k32	0.4	local	13	5	default	bzip	11373512	20166326	11373512	8792814	5365902	5295372	2448212	7743584	7333664	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_default.C_bzip
escherichia_coli.k32	0.4	local	13	5	default	rrr	11373512	20166326	11373512	8792814	5365902	5295372	2240875	7536247	7333664	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_default.C_rrr
escherichia_coli.k32	0.4	local	13	5	default	xz	11373512	20166326	11373512	8792814	5365902	5295372	2089340	7384712	7333664	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_default.C_xz
escherichia_coli.k32	0.4	local	13	5	ones	EliasFano	11373512	20166326	12814640	7351686	5332183	5295372	2708968	8004340	7514844	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_ones.C_EliasFano
escherichia_coli.k32	0.4	local	13	5	ones	bzip	11373512	20166326	12814640	7351686	5332183	5295372	2707419	8002791	7514844	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_ones.C_bzip
escherichia_coli.k32	0.4	local	13	5	ones	rrr	11373512	20166326	12814640	7351686	5332183	5295372	2309003	7604375	7514844	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_ones.C_rrr
escherichia_coli.k32	0.4	local	13	5	ones	xz	11373512	20166326	12814640	7351686	5332183	5295372	2306564	7601936	7514844	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_ones.C_xz
escherichia_coli.k32	0.4	local	13	5	runs	EliasFano	11373512	20166326	12325567	7840759	4949384	5295372	2704296	7999668	7511916	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_runs.C_EliasFano
escherichia_coli.k32	0.4	local	13	5	runs	bzip	11373512	20166326	12325567	7840759	4949384	5295372	2640024	7935396	7511916	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_runs.C_bzip
escherichia_coli.k32	0.4	local	13	5	runs	rrr	11373512	20166326	12325567	7840759	4949384	5295372	2273899	7569271	7511916	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_runs.C_rrr
escherichia_coli.k32	0.4	local	13	5	runs	xz	11373512	20166326	12325567	7840759	4949384	5295372	2282572	7577944	7511916	escherichia_coli.k32.r_0.4.S_local.k_13.d_5.M_runs.C_xz
